算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
matrixcsv,多目标,42,8,2,4.166936364604765e+23,19081133.46634984,15663528.149921106,3391315996.9185567,,4430024.989793121,3196862.6607138305,894254493.5562104,0.9345703125,2095.483559846878
