算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,1,1,1,5.156318869493822e+19,18544242.106515165,3121758.30276258,1185521563.782424,,16858401.915013786,2837962.093420527,1077746876.16584,,2.018026113510132
