算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
random,多目标,1,5.156318869493822e+19,0.0,1,0.0,16858401.915013786,0.0,2837962.093420527,0.0,1077746876.16584,0.0,2.018026113510132
