algo,track,n_seeds,mean_hypervolume,std_hypervolume,mean_pareto_size,std_pareto_size,mean_best_latency_ns,std_best_latency_ns,mean_best_energy_nj,std_best_energy_nj,mean_best_area_um2,std_best_area_um2,mean_wall_time_s
random,multi,1,5.156318869493822e+19,0.0,1,0.0,16858401.915013786,0.0,2837962.093420527,0.0,1077746876.16584,0.0,2.018026113510132
