algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
random,multi,1,1,1,5.156318869493822e+19,18544242.106515165,3121758.30276258,1185521563.782424,,16858401.915013786,2837962.093420527,1077746876.16584,,2.018026113510132
