算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽
nsga2,42,14,gen_2,3884383.145814948,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9130859375,49.453922748565674,P1,128x128,4,128,2,1,1,2x2,2,80
nsga2,42,36,gen_7,3884383.145814948,3787740.2723677782,2427300237.7582936,432.8685861873989,0.91015625,49.800909757614136,P2,128x128,4,128,2,1,1,2x2,2,80
nsga2,42,43,gen_9,4328935.425119968,797588.8653504751,885788665.3005514,18.642665939012545,0.9140625,15.212503433227539,P1,512x512,7,128,2,1,1,2x2,2,80
