chip_id,chip_label,metric_key,metric_label,unit,predicted_value,mnsim_table_iv_value,silicon_published_value,rel_error_vs_mnsim_pct,rel_error_vs_silicon_pct,config_path,pe_macro_area_mm2,performance_gops,assumption_note
rram_isscc2020_33p2,ISSCC 2020 Paper 33.2 RRAM macro,area_mm2,Area,mm^2,3.391405,3.500000,3.770000,-3.1027,-10.0423,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_33p2.ini,2.775092,2914.994826,"PE-level macro baseline. Device_Resistance uses a Fig. 33.2.S1-derived approximate pair (20 MOhm / 60 kOhm) from the tighter ""five 10ns"" distribution; Device_Variation stays at 1%; ADC_Choice=9 uses the built-in Qi Liu preset; DAC is user-defined 8-bit to avoid DAC_Choice=1 time-multiplex inflation and DAC_Choice=6 power-scale issues in the current code path. Config regenerated from mnsim_adapter.load_chip('rram_isscc2020_33p2')."
rram_isscc2020_33p2,ISSCC 2020 Paper 33.2 RRAM macro,latency_ns,Latency,ns,53.790833,53.380000,51.100000,0.7696,5.2658,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_33p2.ini,2.775092,2914.994826,"PE-level macro baseline. Device_Resistance uses a Fig. 33.2.S1-derived approximate pair (20 MOhm / 60 kOhm) from the tighter ""five 10ns"" distribution; Device_Variation stays at 1%; ADC_Choice=9 uses the built-in Qi Liu preset; DAC is user-defined 8-bit to avoid DAC_Choice=1 time-multiplex inflation and DAC_Choice=6 power-scale issues in the current code path. Config regenerated from mnsim_adapter.load_chip('rram_isscc2020_33p2')."
rram_isscc2020_33p2,ISSCC 2020 Paper 33.2 RRAM macro,energy_efficiency_tops_per_w,Energy efficiency,TOPS/W,74.652315,74.440000,78.400000,0.2852,-4.7802,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_33p2.ini,2.775092,2914.994826,"PE-level macro baseline. Device_Resistance uses a Fig. 33.2.S1-derived approximate pair (20 MOhm / 60 kOhm) from the tighter ""five 10ns"" distribution; Device_Variation stays at 1%; ADC_Choice=9 uses the built-in Qi Liu preset; DAC is user-defined 8-bit to avoid DAC_Choice=1 time-multiplex inflation and DAC_Choice=6 power-scale issues in the current code path. Config regenerated from mnsim_adapter.load_chip('rram_isscc2020_33p2')."
