chip_id,chip_label,metric_key,metric_label,unit,predicted_value,mnsim_table_iv_value,silicon_published_value,rel_error_vs_mnsim_pct,rel_error_vs_silicon_pct,config_path,pe_macro_area_mm2,performance_gops,assumption_note
rram_isscc2020_15p4,ISSCC 2020 Paper 15.4 RRAM macro (TSMC 22 nm),area_mm2,Area,mm^2,0.752915,6.000000,6.000000,-87.4514,-87.4514,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_15p4.ini,0.631237,288.001640,"Second RRAM silicon anchor (not in MNSIM 2.0 Table IV). 22 nm TSMC foundry 1T1R SLC ReRAM, 2 Mb testchip. Silicon-published operating point is 4bIN-4bW-11bOUT at VDD=0.8 V (tAC=18.3 ns, EF=28.93 TOPS/W). Area=6 mm^2 is the testchip (2x3 mm including IO pads and testmodes); pure macro area not disclosed. HRS/LRS (1 MΩ / 10 kΩ), cell area (0.10 um^2), and digital frequency (1 GHz) are proxies scaled from Liu 33.2. DbSO-CSA modelled as user-defined 6-bit ADC (3 cycles x 2b)."
rram_isscc2020_15p4,ISSCC 2020 Paper 15.4 RRAM macro (TSMC 22 nm),latency_ns,Latency,ns,28.444282,18.300000,18.300000,55.4332,55.4332,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_15p4.ini,0.631237,288.001640,"Second RRAM silicon anchor (not in MNSIM 2.0 Table IV). 22 nm TSMC foundry 1T1R SLC ReRAM, 2 Mb testchip. Silicon-published operating point is 4bIN-4bW-11bOUT at VDD=0.8 V (tAC=18.3 ns, EF=28.93 TOPS/W). Area=6 mm^2 is the testchip (2x3 mm including IO pads and testmodes); pure macro area not disclosed. HRS/LRS (1 MΩ / 10 kΩ), cell area (0.10 um^2), and digital frequency (1 GHz) are proxies scaled from Liu 33.2. DbSO-CSA modelled as user-defined 6-bit ADC (3 cycles x 2b)."
rram_isscc2020_15p4,ISSCC 2020 Paper 15.4 RRAM macro (TSMC 22 nm),energy_efficiency_tops_per_w,Energy efficiency,TOPS/W,39.974369,28.930000,28.930000,38.1762,38.1762,/Users/bytedance/workspace/MNSIM-2.0/validate/output/literature_anchor/generated_configs/SimConfig__rram_isscc2020_15p4.ini,0.631237,288.001640,"Second RRAM silicon anchor (not in MNSIM 2.0 Table IV). 22 nm TSMC foundry 1T1R SLC ReRAM, 2 Mb testchip. Silicon-published operating point is 4bIN-4bW-11bOUT at VDD=0.8 V (tAC=18.3 ns, EF=28.93 TOPS/W). Area=6 mm^2 is the testchip (2x3 mm including IO pads and testmodes); pure macro area not disclosed. HRS/LRS (1 MΩ / 10 kΩ), cell area (0.10 um^2), and digital frequency (1 GHz) are proxies scaled from Liu 33.2. DbSO-CSA modelled as user-defined 6-bit ADC (3 cycles x 2b)."
