algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
random,multi,43,50,3,1.6958280403819276e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3552444.808373434,431701.84715030564,832821831.1245515,,135.57719135284424
random,multi,42,50,4,1.6770836744274643e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3904375.98396252,431701.84715030564,832839169.4925516,,137.40119981765747
random,multi,44,50,3,1.6834773125930717e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3688343.5678964313,431721.2155879321,832873846.2285514,,141.8727343082428
