算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,43,50,3,1.6958280403819276e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3552444.808373434,431701.84715030564,832821831.1245515,,135.57719135284424
random,多目标,42,50,4,1.6770836744274643e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3904375.98396252,431701.84715030564,832839169.4925516,,137.40119981765747
random,多目标,44,50,3,1.6834773125930717e+24,50701286.6956632,21022662.4757832,2579586847.746608,,3688343.5678964313,431721.2155879321,832873846.2285514,,141.8727343082428
