YEAR,ID,ARCHITECTURE,TECHNOLOGY,VENUE,ENOB,FS_HZ,P_W,P_W_PRED,AREA_MM2,AREA_UM2_PRED,FOMW_DERIVED_FJ,FOMA_DERIVED_UM2
2012,27.1,Pipe,0.18,ISSCC,12.465116279069766,20000000.0,0.0051,0.0022616942336429915,1.98,2261694.2336429916,45.098934454859965,7.003599232990017
2012,27.3,Pipe,0.065,ISSCC,9.17607973421927,200000000.0,0.00537,0.0023138501727342988,0.19,23138.50172734299,46.416142784683586,65.69137526323934
2012,27.5,Pipe,0.04,ISSCC,9.00996677740864,250000000.0,0.0017,0.0025777468467321784,0.066,16497.579819085942,13.189813438469319,32.00469437275643
2012,27.7,SAR,0.04,ISSCC,8.710963455149503,80000000.0,0.005995,0.0006704729696200458,0.079625,41904.560601252866,178.82898406470707,15.201209387718885
2012,27.8,SAR,0.09,ISSCC,9.4,4000000.0,1.744e-05,5.404704402525776e-05,0.047,1351176.100631444,6.453636943345051,0.27827608838276835
2012,27.9,Pipe,0.13,ISSCC,11.401993355481729,30000000.0,0.00254,0.0016236531549114275,0.24,721623.6244050788,31.287470385121274,2.6606667729079505
2013,2.4,"Flash, TI",0.04,ISSCC,4.558139534883721,10000000000.0,0.139,0.004711581632649468,,18.84632653059787,590.0354099217252,
2013,15.2,SAR,0.065,ISSCC,10.1,40000.0,9.7e-08,8.779968205097311e-07,0.076,219499205.12743276,2.209575199684334,0.002769941693624898
2013,15.3,SAR,0.09,ISSCC,11.186046511627906,50000000.0,0.0042,0.002329890619756457,0.097,372782.4991610331,36.053194638287565,2.0816427856630324
2013,15.7,SAR,0.09,ISSCC,8.727574750830565,500000.0,5e-07,4.238984117792961e-06,0.042,6782374.588468738,2.359055783678314,0.04954017145724459
2013,15.8,Pipe,0.18,ISSCC,11.883720930232558,60000000.0,0.068,0.0045345866608285865,1.4300000000000002,503842.9623142874,299.9170821341174,22.705487335682886
2013,16.3,SAR,0.18,ISSCC,8.27,200000.0,2.43e-06,1.2347472155553384e-06,,12347472.155553382,39.360283131427614,
2013,26.1,"Flash, TI",0.04,ISSCC,5.1,10000000000.0,0.24,0.006859350160232275,0.27,27.4374006409291,699.7747436526057,78724.65866091814
2013,26.2,"SAR, TI",0.065,ISSCC,8.013289036544851,3600000000.0,0.795,0.018602566270363927,7.4,574.1532799495039,854.7207825476514,103108.35462823893
2013,26.3,"Pipe, TI",0.13 BiCMOS,ISSCC,9.840531561461795,2500000000.0,23.9,0.045842171083224054,103.60000000000001,2933.8989493263393,10427.08032157151,282490.983607429
2013,26.4,SAR,0.032,ISSCC,6.235880398671097,1200000000.0,0.00306,0.0018088322440142242,0.0015,502.4534011150623,33.833983335117246,23.882811765965116
2013,26.5,"SAR, TI",0.045,ISSCC,8.21262458471761,900000000.0,0.0108,0.005339724472913858,0.038,2636.9009742784483,40.45152537283071,115.28684731256752
2013,26.6,"SAR, TI",0.065,ISSCC,11.551495016611295,80000000.0,0.0311,0.004802490090624899,0.55,300155.63066405617,129.51614438814292,14.659062001487559
2014,11.2,SAR,0.04,ISSCC,8.948504983388705,200000.0,8.4e-08,1.976188681982317e-06,0.065,19761886.81982317,0.8501212537634768,0.026313276902202854
2014,11.3,SAR,0.18,ISSCC,9.55,4000.0,3.1e-08,5.996895010593284e-08,0.12,1499223752.6483212,10.33868358383453,0.0006403313703536226
2014,11.4,"Pipe, SAR, TI",0.028,ISSCC,10.67109634551495,80000000.0,0.0015,0.0026087956958692616,0.1369,163049.73099182884,11.499558990955741,6.716969070343854
2014,11.5,Pipe,0.065,ISSCC,9.059800664451828,100000000.0,0.00246,0.0010673374560991285,0.1,42693.498243965136,46.09601182723842,18.73821618993432
2014,11.6,Pipe,0.13,ISSCC,11.85049833887043,48000000.0,0.0216,0.003545085358714127,0.9625000000000001,615466.2081100914,121.85884295792954,12.510841210347433
2014,22.1,"SAR, TI",0.032,ISSCC,5.18936877076412,90000000000.0,0.667,0.06567924679257627,0.45,3.2434195946951245,203.10829754381137,1109939.64699729
2014,22.2,"Flash, TI",0.032,ISSCC,4.807308970099668,20000000000.0,0.0695,0.011199643269216283,0.25,11.199643269216283,124.11109591504588,178577.11642452644
2014,22.3,"SAR, TI",0.028,ISSCC,5.313953488372094,10000000000.0,0.032,0.007955901383333705,0.009,31.82360553333482,80.44343050062109,2262.471482829968
2014,22.4,"SAR, TI",0.065,ISSCC,8.245847176079735,1000000000.0,0.0189,0.006071239079785356,0.78,2428.4956319141425,62.26076671211634,2569.491959547659
2014,22.5,"SAR, TI",0.04,ISSCC,7.681063122923589,1620000000.0,0.093,0.0066492920554496165,0.83,1013.4571034064344,279.7290274647485,6551.83132831337
2014,22.6,Folding Flash,0.04,ISSCC,5.920265780730897,2200000000.0,0.0274,0.0026645891723434106,0.052,220.21398118540583,205.66022172868534,1889.0717009005668
2014,29.3,Pipe,0.065,ISSCC,11.003322259136212,1000000000.0,1.2,0.04105443197203446,18.0,16421.772788813785,584.5897470058376,8768.846205087564
2015,3.6,"SAR, TI",0.065,ISSCC,4.74,10000000000.0,0.079,0.005344562684341564,0.38,21.37825073736626,295.627555202798,142200.59617349776
2015,15.4,SAR,0.065,ISSCC,9.1,80000.0,1.06e-07,8.779968205097311e-07,0.26,54874801.28185819,2.414587331613809,0.03790446528118281
2015,15.6,Pipe,0.065,ISSCC,10.621262458471762,250000000.0,0.0497,0.007875689689759777,0.53,50404.41401446257,126.21116869198524,84.11961696020143
2015,15.7,SAR,0.04,ISSCC,12.066445182724253,35000000.0,0.0545,0.003002340751303793,0.236,980356.1636910344,363.0500633636131,1.9258307030902857
2015,15.8,Pipe,0.18,ISSCC,10.338870431893689,500000000.0,0.55,0.012951203316912106,2.5,20721.92530705937,849.3419283778704,965.1612822475801
2015,21.2,SAR,0.065,ISSCC,9.225913621262459,100000.0,8.8e-08,1.197586062558642e-06,,47903442.502345674,1.4696229816166706,
2015,26.1,"Pipe, SAR",0.065,ISSCC,11.485049833887045,50000000.0,0.001,0.0028664508646004216,0.05,458632.1383360675,6.9772694334280745,0.8721586791785093
2015,26.2,SAR,0.04,ISSCC,10.355481727574752,6400000.0,4.6e-05,0.00016769518354351257,0.0675,1637648.2767921148,5.486144447084157,0.3297411340717017
2015,26.3,"Pipe, TI",0.028,ISSCC,9.2,800000000.0,0.0764,0.009410136924135707,0.23,5881.335577584816,162.37808358355448,312.85410868454477
2015,26.4,"SAR, TI",0.045,ISSCC,9.026578073089702,1600000000.0,0.0173,0.01668863193688665,0.28,2607.5987401385387,20.732676070064258,859.0278732382695
2015,26.5,"SAR, TI",0.065,ISSCC,4.817275747508306,5000000000.0,0.0055,0.002819320812670656,0.09,45.1091330027305,39.01648918620239,15961.29103071916
2015,26.7,"Pipe, SAR, TI",0.028,ISSCC,7.36544850498339,5000000000.0,0.15,0.016490010474833033,0.45,263.84016759732856,181.92832591456408,13644.624443592305
2015,26.7,"SAR, TI",0.045,ISSCC,8.21262458471761,1700000000.0,0.0154,0.010086146226615066,0.057,1396.0063981474138,30.53693582066632,326.646067385608
