algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw,extra_json
random,43,1,random,15075548.733616473,10534362.375328988,3018935810.713551,856.6961364296048,0.91796875,1326.88312125206,0,P1,128x128,6,128,2,0,1,4x4,2,40,"{""accuracy_violation"": 0.0}"
random,43,2,random,6366909.453393695,5809744.133583792,1005166571.3802105,57.62997277050036,0.9375,466.9208528995514,0,P0,512x512,6,32,2,0,1,2x2,3,40,"{""accuracy_violation"": 0.0}"
random,43,3,random,4992184.264182465,1912910.9359328174,1005056583.1245512,58.30707701478249,0.923828125,470.137775182724,0,P1,512x512,6,128,2,0,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,4,random,4992184.264182465,1912910.9359328174,893297223.1245514,58.30707701478249,0.8984375,455.07469391822815,1,P2,512x512,4,128,2,0,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,5,random,4761170.464182462,1920521.5611562848,893297223.1245514,59.06970648678248,0.935546875,429.52554202079773,1,P0,512x512,4,128,2,0,1,2x2,2,80,"{""accuracy_violation"": 0.0}"
random,43,6,random,16110522.180198267,3079493.9685379486,1214577991.42984,32.14098126098556,0.859375,431.70129799842834,0,P3,512x512,6,128,2,1,1,4x4,2,80,"{""accuracy_violation"": 0.020625000000000004}"
random,43,7,random,14995379.256951638,21853525.738063026,3018330807.1181145,850.5265789104947,0.921875,1253.3547320365906,0,P1,128x128,6,32,2,0,1,4x4,2,80,"{""accuracy_violation"": 0.0}"
random,43,8,random,4782428.9897932075,9452907.30945102,3083014542.653233,429.6055257914888,0.93359375,29539.056036233902,0,P0,128x128,6,32,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,9,random,5130946.664182619,1248300.8586948751,894144505.3005514,30.12938593901255,0.931640625,14801.770051002502,1,P1,512x512,4,128,2,1,1,2x2,3,40,"{""accuracy_violation"": 0.0}"
random,43,10,random,4052540.3458149326,5746834.561412777,3083612557.758293,850.7490141884213,0.916015625,19415.561116933823,0,P0,128x128,6,128,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,11,random,4992184.264182465,1248300.8586948751,894144505.3005514,30.12938593901255,0.7509765625,407.43039417266846,0,P3,512x512,4,128,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.1290234375}"
random,43,12,random,17346484.969408944,5309737.221154697,1214711702.6426022,31.531321697326867,0.93359375,401.26410007476807,0,P2,512x512,6,32,2,1,1,4x4,2,80,"{""accuracy_violation"": 0.0}"
random,43,13,random,6228147.0533935,3193060.1506895665,894254493.5562104,29.559223145690417,0.9228515625,416.27886414527893,0,P2,512x512,4,32,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,14,random,17013722.980197974,3840969.476307728,1213547962.1178398,62.41514185520663,0.669921875,423.0145342350006,0,P3,512x512,6,128,2,0,1,4x4,3,40,"{""accuracy_violation"": 0.210078125}"
random,43,15,random,6067169.053393581,5802139.1135352645,893407211.3802106,57.43931540250036,0.931640625,405.5300860404968,0,P1,512x512,4,32,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,16,random,15659093.533616526,8579965.93740584,2354953730.7135515,440.1193006879905,0.9228515625,1260.9455122947693,0,P0,128x128,4,128,2,1,1,4x4,3,40,"{""accuracy_violation"": 0.0}"
random,43,17,random,4052540.3458149326,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9052734375,712.0598320960999,1,P2,128x128,4,128,2,1,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,18,random,4831206.264182526,1912910.9359328174,1005056583.1245512,58.30707701478249,0.8076171875,160.98791193962097,0,P3,512x512,6,128,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0723828125}"
random,43,19,random,15075548.733616473,10534362.375328988,2354953730.7135515,856.6961364296048,0.765625,494.4865531921387,0,P3,128x128,4,128,2,0,1,4x4,2,40,"{""accuracy_violation"": 0.114375}"
random,43,20,random,14733065.533616543,8574404.008299582,3018935810.713551,437.2987035679905,0.9091796875,494.174348115921,0,P1,128x128,6,128,2,1,1,4x4,3,80,"{""accuracy_violation"": 0.0}"
random,43,21,random,16442969.780198436,3079493.9685379486,1078713671.42984,32.14098126098556,0.9140625,168.5991370677948,0,P1,512x512,4,128,2,1,1,4x4,2,40,"{""accuracy_violation"": 0.0}"
random,43,22,random,17678932.569409482,5314097.757484067,1214711702.6426022,31.632039149326868,0.9365234375,168.6498990058899,0,P0,512x512,6,32,2,1,1,4x4,2,40,"{""accuracy_violation"": 0.0}"
random,43,23,random,6067169.053393581,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9111328125,163.44524312019348,0,P2,512x512,6,32,2,1,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,24,random,4761170.464182462,1912910.9359328174,1005056583.1245512,58.30707701478249,0.9296875,163.65903306007385,1,P1,512x512,6,128,2,0,1,2x2,2,80,"{""accuracy_violation"": 0.0}"
