algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw
nsga2,42,3,init,4992184.264182465,1248300.8586948751,894144505.3005514,30.12938593901255,0.9052734375,167.30012226104736,P2,512x512,4,128,2,1,1,2x2,2,40
nsga2,42,9,gen_1,4992184.264182465,1912910.9359328174,893297223.1245514,58.30707701478249,0.9248046875,160.11499691009521,P2,512x512,4,128,2,0,1,2x2,2,40
nsga2,42,14,gen_2,4992184.264182465,1248300.8586948751,894144505.3005514,30.12938593901255,0.9150390625,165.1506369113922,P1,512x512,4,128,2,1,1,2x2,2,40
nsga2,42,22,gen_4,4230255.898565065,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9208984375,542.522204875946,P1,128x128,4,128,2,1,1,2x2,2,40
