算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽,附加JSON
mobo,44,11,mobo,4761170.464182462,1248300.8586948751,1005903865.3005512,30.12938593901255,0.90625,18.42220163345337,0,P2,512x512,6,128,2,1,1,2x2,2,80,"{""parego_weight"": [0.5998725624000644, 0.09074989957780796, 0.30193559849946927, 0.007441939522658319], ""accuracy_violation"": 0.0}"
mobo,44,12,mobo,4328935.425119968,797588.8653504751,885788665.3005514,18.642665939012545,0.9169921875,20.044779539108276,1,P1,512x512,7,128,2,1,1,2x2,2,80,"{""parego_weight"": [0.18551356347557668, 0.21960137343122293, 0.49711256062598863, 0.09777250246721174], ""accuracy_violation"": 0.0}"
mobo,44,13,mobo,4761170.464182462,1912910.9359328174,893297223.1245514,58.30707701478249,0.9208984375,18.156939268112183,0,P1,512x512,4,128,2,0,1,2x2,2,80,"{""parego_weight"": [0.010862763568759117, 0.2518774975601247, 0.5128708343352522, 0.2243889045358641], ""accuracy_violation"": 0.0}"
mobo,44,14,mobo,4328935.425119968,1077230.9208284174,884941383.1245514,35.34259701478249,0.76953125,18.074132919311523,0,P3,512x512,7,128,2,0,1,2x2,2,80,"{""parego_weight"": [0.003460292036183473, 0.816811424128148, 0.046053428664608036, 0.13367485517106062], ""accuracy_violation"": 0.11046875}"
mobo,44,15,mobo,4761170.464182462,1248300.8586948751,894144505.3005514,30.12938593901255,0.904296875,18.58842372894287,0,P1,512x512,4,128,2,1,1,2x2,2,80,"{""parego_weight"": [0.20114001647088767, 0.307681402105455, 0.285943617092084, 0.20523496433157323], ""accuracy_violation"": 0.0}"
mobo,44,16,mobo,5437350.214330991,1608248.0024651666,885898653.5562104,18.072503145690415,0.9267578125,21.30889320373535,0,P1,512x512,7,32,2,1,1,2x2,2,80,"{""parego_weight"": [0.3654621629494303, 0.14934197024556534, 0.1631246769919256, 0.32207118981307886], ""accuracy_violation"": 0.0}"
mobo,44,17,mobo,5437350.214330991,2698263.8689908637,885051371.3802106,34.47483540250036,0.8154296875,18.254282236099243,0,P3,512x512,7,32,2,0,1,2x2,2,80,"{""parego_weight"": [0.23499433189906657, 0.13770032194741802, 0.395442908399539, 0.23186243775397627], ""accuracy_violation"": 0.0645703125}"
mobo,44,18,mobo,4328935.425119968,1077230.9208284174,884941383.1245514,35.34259701478249,0.912109375,19.099311590194702,1,P2,512x512,7,128,2,0,1,2x2,2,80,"{""parego_weight"": [0.41041534300553334, 0.03065831022651197, 0.20781785671249792, 0.35110849005545663], ""accuracy_violation"": 0.0}"
mobo,44,19,mobo,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.7958984375,18.6048641204834,0,P3,512x512,6,32,2,1,1,2x2,2,80,"{""parego_weight"": [0.2915090622856725, 0.16945358975861158, 0.3501586375668731, 0.18887871038884274], ""accuracy_violation"": 0.0841015625}"
mobo,44,20,mobo,4761170.464182462,1912910.9359328174,893297223.1245514,58.30707701478249,0.921875,19.946637630462646,0,P2,512x512,4,128,2,0,1,2x2,2,80,"{""parego_weight"": [0.37891631757674776, 0.0428941055878567, 0.1829063462620466, 0.39528323057334874], ""accuracy_violation"": 0.0}"
mobo,44,21,mobo,5997133.2533934815,5802139.1135352645,893407211.3802106,57.43931540250036,0.9130859375,20.013633489608765,0,P1,512x512,4,32,2,0,1,2x2,2,80,"{""parego_weight"": [0.00829768235619136, 0.9288264416082805, 0.04910464292198861, 0.013771233113539505], ""accuracy_violation"": 0.0}"
mobo,44,22,mobo,4761170.464182462,1912910.9359328174,1005056583.1245512,58.30707701478249,0.91796875,18.470030069351196,0,P2,512x512,6,128,2,0,1,2x2,2,80,"{""parego_weight"": [0.32447225012991626, 0.5368037980688077, 0.11213013541273617, 0.026593816388539786], ""accuracy_violation"": 0.0}"
mobo,44,23,mobo,5997133.2533934815,5802139.1135352645,893407211.3802106,57.43931540250036,0.689453125,18.421742916107178,0,P3,512x512,4,32,2,0,1,2x2,2,80,"{""parego_weight"": [0.22445196779471469, 0.31194478638660406, 0.26212074834041676, 0.20148249747826452], ""accuracy_violation"": 0.190546875}"
mobo,44,24,mobo,4761170.464182462,1248300.8586948751,894144505.3005514,30.12938593901255,0.923828125,18.9711594581604,0,P2,512x512,4,128,2,1,1,2x2,2,80,"{""parego_weight"": [0.6903606694744746, 0.034817953140160174, 0.1534210014575604, 0.12140037592780491], ""accuracy_violation"": 0.0}"
