algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
matrixcsv,multi,419,12,4,2.9199859273822333e+23,19081133.46634984,15663528.149921106,2669372444.9185567,,4430024.989793121,3193060.1506895665,894254493.5562104,0.951171875,1089.0109269618988
