algo,track,n_seeds,mean_hypervolume,std_hypervolume,mean_pareto_size,std_pareto_size,mean_best_latency_ns,std_best_latency_ns,mean_best_energy_nj,std_best_energy_nj,mean_best_area_um2,std_best_area_um2,mean_wall_time_s
random,multi,1,3.159618544249037e+24,0.0,3,0.0,4430024.989793121,0.0,660743.0108614445,0.0,806405342.0955797,0.0,9548.56777215004
