算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,42,20,3,3.159618544249037e+24,52918340.930064715,26372079.69816355,3889689414.37238,,4430024.989793121,660743.0108614445,806405342.0955797,0.94921875,9548.56777215004
