algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
random,multi,42,20,3,3.159618544249037e+24,52918340.930064715,26372079.69816355,3889689414.37238,,4430024.989793121,660743.0108614445,806405342.0955797,0.94921875,9548.56777215004
