algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
random,multi,42,10,1,2.8778913742495553e+24,52918340.930064715,24469356.736941684,3888778452.819627,,5370465.03940621,660743.0108614445,806405342.0955797,0.939453125,989.7581198215485
