算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽,附加JSON
random,42,1,random,4577035.194253822,431721.2155879321,832873846.2285514,8.600673318782485,,2.2780189514160156,0,512x512,8,3,2x2,1,20,2048,{}
random,42,2,random,42593489.38763378,16342836.205076309,1642674041.586589,251.6902651575972,,3.0631651878356934,0,256x256,4,4,8x8,1,20,1024,{}
random,42,3,random,4191380.506649277,2324432.466309404,1200737393.5429137,132.46970327750816,,2.341789960861206,0,256x256,7,1,2x2,0,80,1024,{}
random,42,4,random,42013850.98763264,16326480.400301907,1642521735.9225888,248.95140435759717,,2.9440340995788574,0,256x256,4,3,8x8,0,80,1024,{}
random,42,5,random,17067631.380198468,3849696.154141408,1077683642.1178398,63.220881471206624,,1.9429559707641602,0,512x512,4,1,4x4,1,20,1024,{}
random,42,6,random,29575219.175511073,7578538.385046603,2344793379.3769155,74.90488182494107,,2.7538082599639893,0,512x512,6,1,8x8,2,10,1024,{}
random,42,7,random,38393944.30501663,14010691.921595788,1624323961.586589,155.26274515759715,,2.7524118423461914,0,256x256,7,4,8x8,3,80,2048,{}
random,42,8,random,3904375.98396252,2324432.466309404,1200737393.5429137,132.46970327750816,,2.5909159183502197,0,256x256,7,1,2x2,2,80,2048,{}
random,42,9,random,38076636.87044523,14010691.921595788,1624323961.586589,155.26274515759715,,3.361591100692749,0,256x256,7,4,8x8,0,80,1024,{}
random,42,10,random,15308272.065243075,7362470.008665147,1439798738.1236033,224.8973879603446,,2.6369619369506836,0,256x256,6,1,4x4,0,80,2048,{}
random,42,11,random,42296756.99540365,17253071.6397539,1887877903.090589,247.58197395759717,,3.1393978595733643,0,256x256,6,2,8x8,1,40,512,{}
random,42,12,random,26165336.058323096,6025189.148559784,2062169379.376916,46.20600182494107,,2.223120927810669,0,512x512,7,1,8x8,3,80,1024,{}
random,42,13,random,5354692.326263587,2911707.225850988,1390358360.9669135,220.3439992775082,,2.0769002437591553,0,256x256,6,2,2x2,3,20,1024,{}
random,42,14,random,43357615.835679635,16326480.400301907,1642521735.9225888,248.95140435759717,,3.9310529232025146,0,256x256,4,3,8x8,0,10,512,{}
random,42,15,random,15271301.443919996,2305871.6484396267,1067673108.2298399,41.83287987120663,,2.3681819438934326,0,512x512,7,4,4x4,0,20,1024,{}
random,42,16,random,4151525.6279078363,2324432.466309404,1200737393.5429137,132.46970327750816,,2.52339506149292,0,256x256,7,1,2x2,1,80,1024,{}
random,42,17,random,14543176.848446392,4828817.613848307,1239606738.1236033,136.7847479603446,,2.7167627811431885,0,256x256,7,1,4x4,2,40,512,{}
random,42,18,random,15903481.085247833,5740412.947882585,1439827635.4036036,225.52706636034463,,3.0801239013671875,0,256x256,6,2,4x4,2,40,512,{}
