algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
random,42,116,random,3559405.1687249965,446724.43596553215,832943199.7005515,10.112999718782488,,2.174605131149292,512x512,8,4,2x2,3,80,2048
random,42,122,random,3096095.9946542145,707248.3120373482,1118552359.8149135,25.52336250950817,,2.735598087310791,256x256,8,3,2x2,2,80,2048
random,42,239,random,3606291.788109175,431701.84715030564,832839169.4925516,7.8445101187824875,,2.1153132915496826,512x512,8,2,2x2,3,80,2048
random,42,240,random,3637900.1458231173,436485.5739678527,832821831.1245515,7.466428518782486,,2.4118430614471436,512x512,8,1,2x2,2,80,512
