算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽
random,43,12,random,4318012.56697033,4438871.811947091,1213926513.5429137,218.2687745735082,0.916015625,29.760862827301025,P2,256x256,4,128,2,0,1,2x2,2,80
random,43,14,random,4230255.898565065,5735710.703200261,3083612557.758293,845.1078199484215,0.9033203125,55.70421361923218,P1,128x128,6,128,2,0,1,2x2,2,40
random,43,40,random,4398971.225120035,1077230.9208284174,884941383.1245514,35.34259701478249,0.916015625,18.47996473312378,P2,512x512,7,128,2,0,1,2x2,3,80
