算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
matrixcsv,多目标,1,2.9199859273822333e+23,0.0,4,0.0,4430024.989793121,0.0,3193060.1506895665,0.0,894254493.5562104,0.0,1083.289715051651
