算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽,附加JSON
random,44,57,random,12018174.146117168,1693195.326723247,1004185616.1338401,9.127847919206628,,2.6986441612243652,0,512x512,8,2,4x4,0,80,1024,{}
random,44,58,random,4507475.48298269,1035970.5633224761,1005108598.2285513,60.20395128678248,,2.323662042617798,0,512x512,6,3,2x2,2,80,512,{}
random,44,59,random,32217467.69466407,11148534.397241248,1509865337.586589,35.008845925597164,,2.9673399925231934,0,256x256,8,4,8x8,2,80,1024,{}
random,44,60,random,4763143.341135587,1920521.5611562848,1005056583.1245512,59.06970648678248,,2.036236047744751,0,512x512,6,1,2x2,2,80,512,{}
random,44,61,random,4964870.302367104,1329213.4080361456,893314561.4925516,59.44778808678249,,2.796755075454712,0,512x512,4,2,2x2,3,40,512,{}
random,44,62,random,16187301.92204522,2837962.093420527,1213611196.1658404,64.44947507120662,,2.9572649002075195,0,512x512,6,3,4x4,2,40,1024,{}
random,44,63,random,18080216.934398234,3173273.222977087,1213569040.13384,63.63041267120662,,2.764561176300049,0,512x512,6,2,4x4,3,20,512,{}
random,44,64,random,16173763.515013982,2837962.093420527,1213611196.1658404,64.44947507120662,,2.656118154525757,0,512x512,6,3,4x4,1,40,512,{}
random,44,65,random,18243713.380198225,3849696.154141408,1213547962.1178398,63.220881471206624,,2.3971550464630127,0,512x512,6,1,4x4,3,20,1024,{}
random,44,66,random,22547291.33908568,4430544.468251009,1939575935.5369165,10.872590416941065,,3.0317418575286865,0,512x512,8,2,8x8,1,10,512,{}
random,44,67,random,4584426.083902258,446724.43596553215,832943199.7005515,10.112999718782488,,2.0855860710144043,0,512x512,8,4,2x2,1,20,1024,{}
random,44,68,random,12338535.34728909,1693195.326723247,1004185616.1338401,9.127847919206628,,1.993152141571045,0,512x512,8,2,4x4,1,40,2048,{}
random,44,69,random,29141902.96379213,7578538.385046603,2344793379.3769155,74.90488182494107,,3.3374180793762207,0,512x512,6,1,8x8,2,20,512,{}
random,44,70,random,43430972.923334375,17253071.6397539,1887877903.090589,247.58197395759717,,3.648158073425293,0,256x256,6,2,8x8,0,10,2048,{}
random,44,71,random,15854854.32204501,2837962.093420527,1077746876.16584,64.44947507120662,,1.9663031101226807,0,512x512,4,3,4x4,2,80,1024,{}
random,44,72,random,15494368.016917197,2712279.8266901076,1067525562.1178398,38.966161471206625,,2.146544933319092,0,512x512,7,1,4x4,0,20,512,{}
random,44,73,random,22202448.084886048,4436627.3449631315,1939535139.3769164,10.415884816941066,,3.044113874435425,0,512x512,8,1,8x8,0,20,2048,{}
random,44,74,random,14259745.880882509,2686115.3054760257,1152769715.4036033,27.529939736344616,,3.2350149154663086,0,256x256,8,2,4x4,1,10,1024,{}
random,44,75,random,14644970.486498345,2305871.6484396267,1067673108.2298399,41.83287987120663,,2.9421989917755127,0,512x512,7,4,4x4,2,40,2048,{}
random,44,76,random,6156473.0434823865,2159155.28117978,1390522565.5109138,224.07489527750815,,2.6550381183624268,0,256x256,6,4,2x2,0,20,2048,{}
random,44,77,random,4775721.532235187,4448843.521209404,1390330993.5429137,219.72218327750815,,2.6766929626464844,0,256x256,6,1,2x2,3,40,2048,{}
random,44,78,random,6765749.451706888,1084841.5460518848,884941383.1245514,36.10522648678249,,2.2486839294433594,0,512x512,7,1,2x2,0,10,1024,{}
random,44,79,random,22495643.426732503,4447370.550918947,1939820712.4969165,13.612824016941065,,3.0712947845458984,0,512x512,8,4,8x8,1,10,2048,{}
random,44,80,random,4760184.025705899,1920521.5611562848,1005056583.1245512,59.06970648678248,,2.1944611072540283,0,512x512,6,1,2x2,2,80,2048,{}
random,44,81,random,32472280.49466493,11132178.592466848,1509713031.9225888,32.26998512559716,,4.0418031215667725,0,256x256,8,3,8x8,2,40,1024,{}
random,44,82,random,4936749.606029541,1035970.5633224761,1005108598.2285513,60.20395128678248,,2.366093873977661,0,512x512,6,3,2x2,1,40,1024,{}
random,44,83,random,18447164.17316672,3849696.154141408,1077683642.1178398,63.220881471206624,,2.1350340843200684,0,512x512,4,1,4x4,2,10,512,{}
random,44,84,random,5256218.2665262,436485.5739678527,832821831.1245515,7.466428518782486,,2.735239028930664,1,512x512,8,1,2x2,2,10,1024,{}
random,44,85,random,18098056.32204556,2837962.093420527,1077746876.16584,64.44947507120662,,2.152927875518799,0,512x512,4,3,4x4,1,10,1024,{}
random,44,86,random,8164425.023951153,1373467.2521997802,1200928965.5109136,136.82241527750816,,2.6311721801757812,0,256x256,7,4,2x2,0,10,2048,{}
random,44,87,random,4801860.448021752,728585.5932356762,885062751.7005514,38.75179768678249,,2.406972885131836,0,512x512,7,4,2x2,2,20,2048,{}
random,44,88,random,15146116.145794986,5740412.947882585,1253562035.4036033,225.52706636034463,,3.169390916824341,0,256x256,4,2,4x4,0,80,2048,{}
random,44,89,random,14298571.286498195,2287825.113169227,1067588796.1658399,40.19475507120662,,2.442991018295288,0,512x512,7,3,4x4,0,80,2048,{}
random,44,90,random,14866367.702073378,2712279.8266901076,1067525562.1178398,38.966161471206625,,3.0984251499176025,0,512x512,7,1,4x4,2,40,1024,{}
random,44,91,random,28759822.92502338,6853831.857660688,2344834175.536916,75.36158742494106,,3.7389492988586426,0,512x512,6,2,8x8,3,80,512,{}
random,44,92,random,28643071.325022746,6853831.857660688,2344834175.536916,75.36158742494106,,3.8911516666412354,0,512x512,6,2,8x8,2,80,512,{}
random,44,93,random,22059361.519701533,4447370.550918947,1939820712.4969165,13.612824016941065,,2.98580002784729,0,512x512,8,4,8x8,0,20,512,{}
random,44,94,random,15971581.525524048,4931765.080326505,1253619829.9636033,226.78642316034464,,3.2863380908966064,0,256x256,4,3,4x4,3,40,512,{}
random,44,95,random,20542307.33439843,3173273.222977087,1077704720.13384,63.63041267120662,,2.9623920917510986,0,512x512,4,2,4x4,3,10,512,{}
random,44,96,random,15974122.232555298,4946578.093523305,1253735419.0836034,229.3051367603446,,3.178372859954834,0,256x256,4,4,4x4,3,40,1024,{}
random,44,97,random,12969099.127904452,1693418.1621167667,1004227772.16584,9.946910319206626,,2.619128942489624,0,512x512,8,3,4x4,2,20,2048,{}
random,44,98,random,28881832.62321684,6511346.114991731,2082115752.496916,78.10182102494106,,3.243645191192627,0,512x512,4,4,8x8,0,20,2048,{}
random,44,99,random,5095570.445711728,4448843.521209404,1390330993.5429137,219.72218327750815,,2.73934006690979,0,256x256,6,1,2x2,1,40,1024,{}
random,44,100,random,14370618.58254172,1698550.3279874078,1004164538.11784,8.718316719206628,,2.5291457176208496,0,512x512,8,1,4x4,0,10,512,{}
random,44,101,random,21716629.826733053,4430253.917421347,1939657527.8569164,11.786001616941066,,3.45735502243042,0,512x512,8,3,8x8,0,80,2048,{}
random,44,102,random,25899703.219554037,5719747.506933869,2062210175.5369163,46.66270742494106,,3.6689610481262207,0,512x512,7,2,8x8,0,80,1024,{}
random,44,103,random,25828856.600170534,5586894.207144911,2062454952.496916,49.402941024941065,,3.055142879486084,0,512x512,7,4,8x8,2,80,1024,{}
random,44,104,random,3592879.3687248724,446724.43596553215,832943199.7005515,10.112999718782488,,2.556845188140869,1,512x512,8,4,2x2,1,80,2048,{}
random,44,105,random,6131464.00602961,1050973.7837000762,1005177951.7005513,61.716277686782476,,2.939582109451294,0,512x512,6,4,2x2,2,10,1024,{}
random,44,106,random,21981926.484885767,4436627.3449631315,1939535139.3769164,10.415884816941066,,2.7837889194488525,0,512x512,8,1,8x8,2,40,2048,{}
random,44,107,random,25945023.27126379,5586894.207144911,2062454952.496916,49.402941024941065,,4.201963901519775,0,512x512,7,4,8x8,2,40,512,{}
random,44,108,random,29334466.305638723,6511346.114991731,2082115752.496916,78.10182102494106,,3.0601699352264404,0,512x512,4,4,8x8,0,10,512,{}
random,44,109,random,42017057.3636092,16342836.205076309,1642674041.586589,251.6902651575972,,3.9602277278900146,0,256x256,4,4,8x8,1,80,2048,{}
random,44,110,random,32145007.717125017,11148534.397241248,1509865337.586589,35.008845925597164,,3.7845160961151123,0,256x256,8,4,8x8,0,80,2048,{}
random,44,111,random,16447522.573167186,3849696.154141408,1077683642.1178398,63.220881471206624,,2.6223628520965576,0,512x512,4,1,4x4,2,40,512,{}
random,44,112,random,46094482.43826271,17253071.6397539,1642445583.090589,247.58197395759717,,4.748162269592285,0,256x256,4,2,8x8,3,10,1024,{}
random,44,113,random,16823704.315013733,2856008.628690927,1213695508.22984,66.08759987120662,,2.966599941253662,0,512x512,6,4,4x4,0,20,512,{}
random,44,114,random,14457988.184885476,1698550.3279874078,1004164538.11784,8.718316719206628,,2.1716039180755615,0,512x512,8,1,4x4,2,10,1024,{}
random,44,115,random,5301601.463010747,1084841.5460518848,884941383.1245514,36.10522648678249,,2.6082499027252197,0,512x512,7,1,2x2,3,20,512,{}
random,44,116,random,38861361.149618834,15160878.712540573,1624057426.674589,150.46973875759716,,3.9222888946533203,0,256x256,7,1,8x8,0,20,1024,{}
random,44,117,random,32466697.694664862,11148534.397241248,1509865337.586589,35.008845925597164,,4.011290788650513,0,256x256,8,4,8x8,3,80,1024,{}
random,44,118,random,42582823.76361034,16326480.400301907,1887954055.922589,248.95140435759717,,4.129861831665039,0,256x256,6,3,8x8,1,20,2048,{}
random,44,119,random,44001566.547357835,17253071.6397539,1887877903.090589,247.58197395759717,,3.5100579261779785,0,256x256,6,2,8x8,2,10,1024,{}
random,44,120,random,28741741.64260151,6853831.857660688,2081870975.5369163,75.36158742494106,,3.408700942993164,0,512x512,4,2,8x8,0,40,2048,{}
random,44,121,random,17076454.685248125,5740412.947882585,1439827635.4036036,225.52706636034463,,2.8052520751953125,0,256x256,6,2,4x4,2,20,512,{}
random,44,122,random,4953014.043482394,2145356.7062805803,1390413095.8149137,221.58763127750822,,2.8213531970977783,0,256x256,6,3,2x2,0,40,2048,{}
random,44,123,random,5101182.408373303,431721.2155879321,832873846.2285514,8.600673318782485,,2.5051121711730957,0,512x512,8,3,2x2,2,10,1024,{}
random,44,124,random,4216952.287900284,1679778.188230988,1200764760.9669135,133.09151927750816,,3.003702163696289,0,256x256,7,2,2x2,3,40,1024,{}
random,44,125,random,4531876.593492567,2145356.7062805803,1214008615.8149135,221.58763127750822,,2.7652931213378906,0,256x256,4,3,2x2,3,40,512,{}
random,44,126,random,4142435.96789644,1359668.67730058,1200819495.8149135,134.33515127750815,,2.48380708694458,0,256x256,7,3,2x2,3,40,1024,{}
random,44,127,random,32511939.654387955,11134068.811163003,1509636879.090589,30.900554725597164,,3.869352102279663,0,256x256,8,2,8x8,3,80,1024,{}
random,44,128,random,32607827.59629788,11143106.471518511,1509598802.674589,30.215839525597165,,3.9543559551239014,0,256x256,8,1,8x8,3,80,2048,{}
random,44,129,random,12368329.367586903,2693906.9441276425,1152740818.1236033,26.90026133634462,,3.127074956893921,0,256x256,8,1,4x4,3,40,2048,{}
random,44,130,random,29353079.505638726,6494229.481494131,2081952567.856916,76.27499862494106,,3.44677996635437,0,512x512,4,3,8x8,3,20,512,{}
random,44,131,random,46042397.69815337,16342836.205076309,1888106361.586589,251.6902651575972,,4.546861171722412,0,256x256,6,4,8x8,3,10,2048,{}
random,44,132,random,3491290.5986109884,716152.2491661077,1118470257.5429137,23.657914509508167,,3.1477231979370117,1,256x256,8,1,2x2,1,80,512,{}
random,44,133,random,4406825.653216638,2911707.225850988,1213953880.9669135,220.3439992775082,,3.62302303314209,0,256x256,4,2,2x2,1,80,512,{}
random,44,134,random,16762966.725561144,2856008.628690927,1077831188.22984,66.08759987120662,,2.6234350204467773,0,512x512,4,4,4x4,3,40,2048,{}
random,44,135,random,18902285.84392022,2287825.113169227,1067588796.1658399,40.19475507120662,,2.4490890502929688,0,512x512,7,3,4x4,3,10,1024,{}
random,44,136,random,4320375.066539432,2145356.7062805803,1390413095.8149137,221.58763127750822,,3.565673828125,0,256x256,6,3,2x2,1,80,1024,{}
random,44,137,random,5454506.264182469,1920521.5611562848,893297223.1245514,59.06970648678248,,2.4826560020446777,0,512x512,4,1,2x2,2,20,1024,{}
random,44,138,random,12302551.927904595,1693418.1621167667,1004227772.16584,9.946910319206626,,2.7333781719207764,0,512x512,8,3,4x4,2,40,2048,{}
random,44,139,random,29326739.317357473,6511346.114991731,2082115752.496916,78.10182102494106,,3.8040850162506104,0,512x512,4,4,8x8,1,10,1024,{}
random,44,140,random,38069700.87044523,13994336.11682139,1624171655.9225888,152.52388435759715,,3.826900005340576,0,256x256,7,3,8x8,0,80,1024,{}
random,44,141,random,6538910.5735507645,713582.3728580761,884993398.2285513,37.23947128678249,,2.312420129776001,0,512x512,7,3,2x2,0,10,2048,{}
random,44,142,random,8080043.043482402,2145356.7062805803,1214008615.8149135,221.58763127750822,,3.2283592224121094,0,256x256,4,3,2x2,1,10,2048,{}
random,44,143,random,4514663.48298269,1050973.7837000762,1005177951.7005513,61.716277686782476,,2.602768898010254,0,512x512,6,4,2x2,2,80,512,{}
random,44,144,random,18183398.54494482,3173273.222977087,1213569040.13384,63.63041267120662,,2.7444400787353516,0,512x512,6,2,4x4,1,10,2048,{}
random,44,145,random,3961036.76789634,1359668.67730058,1200819495.8149135,134.33515127750815,,2.819124937057495,0,256x256,7,3,2x2,2,40,1024,{}
random,44,146,random,4823148.586937437,1329213.4080361456,1005073921.4925513,59.44778808678249,,2.216717004776001,0,512x512,6,2,2x2,2,40,2048,{}
random,44,147,random,42682508.32107528,14381431.241073383,1624095503.090589,151.15445395759716,,3.8290629386901855,0,256x256,7,2,8x8,3,10,1024,{}
random,44,148,random,3924408.4688831177,721046.8869365482,1118661829.5109136,28.010626509508167,,3.019913911819458,0,256x256,8,4,2x2,2,20,1024,{}
random,44,149,random,15819278.186070975,4946578.093523305,1440001019.0836034,229.3051367603446,,3.0993518829345703,0,256x256,6,4,4x4,2,40,2048,{}
random,44,150,random,11722552.334899025,2699413.1621822165,1152943099.0836034,31.308010136344617,,3.150909900665283,0,256x256,8,4,4x4,1,40,512,{}
random,44,151,random,13697377.36758664,2693906.9441276425,1152740818.1236033,26.90026133634462,,3.5430150032043457,0,256x256,8,1,4x4,3,20,2048,{}
random,44,152,random,46040361.32217681,16326480.400301907,1642521735.9225888,248.95140435759717,,4.351655960083008,0,256x256,4,3,8x8,3,10,1024,{}
random,44,153,random,18678132.42618049,4828817.613848307,1239606738.1236033,136.7847479603446,,2.9705798625946045,0,256x256,7,1,4x4,3,10,2048,{}
random,44,154,random,28753332.125023387,6853831.857660688,2081870975.5369163,75.36158742494106,,3.7848920822143555,0,512x512,4,2,8x8,1,40,512,{}
random,44,155,random,38395560.00130569,13994336.11682139,1624171655.9225888,152.52388435759715,,3.9829540252685547,0,256x256,7,3,8x8,3,80,512,{}
random,44,156,random,38913220.80130552,14010691.921595788,1624323961.586589,155.26274515759715,,4.87110710144043,0,256x256,7,4,8x8,3,40,512,{}
random,44,157,random,11554207.488414401,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.9997429847717285,0,256x256,8,3,4x4,3,80,2048,{}
random,44,158,random,15825871.125524102,4946578.093523305,1253735419.0836034,229.3051367603446,,2.771481990814209,0,256x256,4,4,4x4,2,40,512,{}
random,44,159,random,32358597.596297506,11143106.471518511,1509598802.674589,30.215839525597165,,4.110666990280151,0,256x256,8,1,8x8,2,80,2048,{}
random,44,160,random,15814539.83255535,4931765.080326505,1439885429.9636033,226.78642316034464,,2.963070869445801,0,256x256,6,3,4x4,2,40,1024,{}
random,44,161,random,39478453.86474053,14381431.241073383,1624095503.090589,151.15445395759716,,3.825194835662842,0,256x256,7,2,8x8,0,10,2048,{}
random,44,162,random,26155892.322776224,6025189.148559784,2062169379.376916,46.20600182494107,,3.2087738513946533,0,512x512,7,1,8x8,1,40,2048,{}
random,44,163,random,28803393.57551045,7578538.385046603,2344793379.3769155,74.90488182494107,,4.066483974456787,0,512x512,6,1,8x8,2,80,1024,{}
random,44,164,random,15217393.043920463,2305871.6484396267,1067673108.2298399,41.83287987120663,,2.9654080867767334,0,512x512,7,4,4x4,3,40,1024,{}
random,44,165,random,4549830.3863514755,835727.9426917456,884958721.4925516,36.483308086782486,,2.9287450313568115,0,512x512,7,2,2x2,3,40,1024,{}
random,44,166,random,42010121.3636092,16326480.400301907,1887954055.922589,248.95140435759717,,4.199082851409912,0,256x256,6,3,8x8,1,80,2048,{}
random,44,167,random,26013501.884007618,5719747.506933869,2062210175.5369163,46.66270742494106,,4.1064441204071045,0,512x512,7,2,8x8,3,80,2048,{}
random,44,168,random,25938420.200170036,5569777.573647311,2062291767.856916,47.57611862494107,,4.891426086425781,0,512x512,7,3,8x8,3,80,1024,{}
random,44,169,random,16272644.144945363,3173273.222977087,1077704720.13384,63.63041267120662,,3.341143846511841,0,512x512,4,2,4x4,2,40,2048,{}
random,44,170,random,11607117.996966653,2686115.3054760257,1152769715.4036033,27.529939736344616,,3.8600330352783203,0,256x256,8,2,4x4,3,80,1024,{}
random,44,171,random,46044801.32217681,16342836.205076309,1642674041.586589,251.6902651575972,,4.2109880447387695,0,256x256,4,4,8x8,3,10,1024,{}
random,44,172,random,15641615.894622672,2686115.3054760257,1152769715.4036033,27.529939736344616,,3.839783191680908,0,256x256,8,2,4x4,2,10,512,{}
random,44,173,random,26009964.0195545,5719747.506933869,2062210175.5369163,46.66270742494106,,3.361311197280884,0,512x512,7,2,8x8,1,40,1024,{}
random,44,174,random,5641974.1153674275,1373467.2521997802,1200928965.5109136,136.82241527750816,,2.7708628177642822,0,256x256,7,4,2x2,2,10,512,{}
random,44,175,random,5197851.967553017,1035970.5633224761,893349238.2285513,60.20395128678248,,2.2676360607147217,0,512x512,4,3,2x2,2,20,2048,{}
random,44,176,random,43353362.96360932,16342836.205076309,1888106361.586589,251.6902651575972,,4.525683879852295,0,256x256,6,4,8x8,0,10,2048,{}
random,44,177,random,12439496.586057642,1698550.3279874078,1004164538.11784,8.718316719206628,,2.5447139739990234,0,512x512,8,1,4x4,1,40,2048,{}
random,44,178,random,4249321.126962658,2911707.225850988,1390358360.9669135,220.3439992775082,,3.1868059635162354,0,256x256,6,2,2x2,3,80,1024,{}
random,44,179,random,34042773.29466395,11132178.592466848,1509713031.9225888,32.26998512559716,,4.553518772125244,0,256x256,8,3,8x8,2,10,1024,{}
random,44,180,random,40197529.480477266,15160878.712540573,1624057426.674589,150.46973875759716,,3.7983741760253906,0,256x256,7,1,8x8,2,10,512,{}
random,44,181,random,26152451.000170134,5569777.573647311,2062291767.856916,47.57611862494107,,4.234784126281738,0,512x512,7,3,8x8,1,20,1024,{}
random,44,182,random,15964988.586070923,4931765.080326505,1253619829.9636033,226.78642316034464,,2.866988182067871,0,256x256,4,3,4x4,3,40,2048,{}
random,44,183,random,11713418.68841465,2684600.1489854166,1152827509.9636033,28.789296536344615,,3.1336562633514404,0,256x256,8,3,4x4,1,40,2048,{}
random,44,184,random,14209471.885248188,2684600.1489854166,1152827509.9636033,28.789296536344615,,3.142137050628662,0,256x256,8,3,4x4,1,10,512,{}
random,44,185,random,4446486.626263513,2911707.225850988,1390358360.9669135,220.3439992775082,,2.949856996536255,0,256x256,6,2,2x2,0,80,1024,{}
