algo,track,n_seeds,mean_hypervolume,std_hypervolume,mean_pareto_size,std_pareto_size,mean_best_latency_ns,std_best_latency_ns,mean_best_energy_nj,std_best_energy_nj,mean_best_area_um2,std_best_area_um2,mean_wall_time_s
matrixcsv,multi,1,1.2306178510244918e+22,0.0,2,0.0,5997133.2533934815,0.0,3193060.1506895665,0.0,1006013853.5562103,0.0,1333.5322198867798
