algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
matrixcsv,multi,42,16,2,1.2306178510244918e+22,20074654.34634978,5840710.943270167,1336182872.9068625,,5997133.2533934815,3193060.1506895665,1006013853.5562103,0.9345703125,1333.5322198867798
