algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw,extra_json
random,43,1,random,15075548.733616473,10534362.375328988,3018935810.713551,856.6961364296048,0.9130859375,865.3221998214722,0,P1,128x128,6,128,2,0,1,4x4,2,40,"{""accuracy_violation"": 0.0}"
random,43,2,random,6366909.453393695,5809744.133583792,1005166571.3802105,57.62997277050036,0.9375,297.30600237846375,0,P0,512x512,6,32,2,0,1,2x2,3,40,"{""accuracy_violation"": 0.0}"
random,43,3,random,4992184.264182465,1912910.9359328174,1005056583.1245512,58.30707701478249,0.9267578125,281.133896112442,0,P1,512x512,6,128,2,0,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,4,random,4992184.264182465,1912910.9359328174,893297223.1245514,58.30707701478249,0.8974609375,289.4793531894684,1,P2,512x512,4,128,2,0,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,5,random,4761170.464182462,1920521.5611562848,893297223.1245514,59.06970648678248,0.9326171875,301.78506684303284,1,P0,512x512,4,128,2,0,1,2x2,2,80,"{""accuracy_violation"": 0.0}"
random,43,6,random,16110522.180198267,3079493.9685379486,1214577991.42984,32.14098126098556,0.865234375,464.12339997291565,0,P3,512x512,6,128,2,1,1,4x4,2,80,"{""accuracy_violation"": 0.014765625000000004}"
random,43,7,random,14995379.256951638,21853525.738063026,3018330807.1181145,850.5265789104947,0.919921875,1337.9865942001343,0,P1,128x128,6,32,2,0,1,4x4,2,80,"{""accuracy_violation"": 0.0}"
random,43,8,random,4782428.9897932075,9452907.30945102,3083014542.653233,429.6055257914888,0.931640625,1350.2709460258484,0,P0,128x128,6,32,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,9,random,5130946.664182619,1248300.8586948751,894144505.3005514,30.12938593901255,0.931640625,429.892128944397,1,P1,512x512,4,128,2,1,1,2x2,3,40,"{""accuracy_violation"": 0.0}"
random,43,10,random,4052540.3458149326,5746834.561412777,3083612557.758293,850.7490141884213,0.916015625,1276.2042679786682,0,P0,128x128,6,128,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,11,random,4992184.264182465,1248300.8586948751,894144505.3005514,30.12938593901255,0.7509765625,423.0027139186859,0,P3,512x512,4,128,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.1290234375}"
random,43,12,random,17346484.969408944,5309737.221154697,1214711702.6426022,31.531321697326867,0.93359375,19525.920401334763,0,P2,512x512,6,32,2,1,1,4x4,2,80,"{""accuracy_violation"": 0.0}"
random,43,13,random,6228147.0533935,3193060.1506895665,894254493.5562104,29.559223145690417,0.921875,11623.094297170639,0,P2,512x512,4,32,2,1,1,2x2,2,40,"{""accuracy_violation"": 0.0}"
random,43,14,random,17013722.980197974,3840969.476307728,1213547962.1178398,62.41514185520663,0.669921875,16639.545423030853,0,P3,512x512,6,128,2,0,1,4x4,3,40,"{""accuracy_violation"": 0.210078125}"
random,43,15,random,6067169.053393581,5802139.1135352645,893407211.3802106,57.43931540250036,0.931640625,14290.215164899826,0,P1,512x512,4,32,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,16,random,15659093.533616526,8579965.93740584,2354953730.7135515,440.1193006879905,0.9228515625,1739.52956199646,0,P0,128x128,4,128,2,1,1,4x4,3,40,"{""accuracy_violation"": 0.0}"
random,43,17,random,4052540.3458149326,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9052734375,1242.7915289402008,1,P2,128x128,4,128,2,1,1,2x2,3,80,"{""accuracy_violation"": 0.0}"
random,43,18,random,4831206.264182526,1912910.9359328174,1005056583.1245512,58.30707701478249,0.8076171875,410.33150005340576,0,P3,512x512,6,128,2,0,1,2x2,3,80,"{""accuracy_violation"": 0.0723828125}"
