algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
bo_gp,44,12,bo,3606291.788109175,431701.84715030564,832839169.4925516,7.8445101187824875,,2.9899728298187256,512x512,8,2,2x2,3,80,2048
bo_gp,44,13,bo,3707253.0268778484,436485.5739678527,832821831.1245515,7.466428518782486,,2.5995280742645264,512x512,8,1,2x2,3,80,2048
bo_gp,44,17,bo,3195393.738599459,721046.8869365482,1118661829.5109136,28.010626509508167,,3.0072922706604004,256x256,8,4,2x2,3,80,512
bo_gp,44,22,bo,3552217.1687249965,431721.2155879321,832873846.2285514,8.600673318782485,,1.9352211952209473,512x512,8,3,2x2,3,80,2048
bo_gp,44,23,bo,3335922.1546657663,716152.2491661077,1118470257.5429137,23.657914509508167,,2.6024909019470215,256x256,8,1,2x2,3,80,2048
