algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw,extra_json
random,1,1,random,16858401.915013786,2837962.093420527,1077746876.16584,64.44947507120662,,2.035741090774536,0,512x512,4,3,4x4,2,20,512,{}
random,1,2,random,15131370.145794986,5740412.947882585,1253562035.4036033,225.52706636034463,,2.5343878269195557,0,256x256,4,2,4x4,1,80,2048,{}
random,1,3,random,8159518.655787091,1359668.67730058,1200819495.8149135,134.33515127750815,,2.5964481830596924,0,256x256,7,3,2x2,0,10,512,{}
random,1,4,random,5485963.68298281,1050973.7837000762,1005177951.7005513,61.716277686782476,,1.8607327938079834,1,512x512,6,4,2x2,3,20,512,{}
random,1,5,random,6353719.467406078,835727.9426917456,884958721.4925516,36.483308086782486,,2.1938202381134033,1,512x512,7,2,2x2,3,10,2048,{}
