algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw,extra_json
bo_gp,43,1,init,42667369.723333344,17253071.6397539,1642445583.090589,247.58197395759717,,3.8231899738311768,0,256x256,4,2,8x8,0,20,2048,"{""scalarized_obj"": 38.47633627959983, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,2,init,3968185.9070545863,431701.84715030564,832839169.4925516,7.8445101187824875,,2.5012590885162354,0,512x512,8,2,2x2,1,40,512,"{""scalarized_obj"": 32.27738284836792, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,3,init,5965777.132936206,431701.84715030564,832839169.4925516,7.8445101187824875,,2.8533999919891357,0,512x512,8,2,2x2,1,10,512,"{""scalarized_obj"": 32.68511305328404, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,4,init,15239384.325523555,4946578.093523305,1440001019.0836034,229.3051367603446,,3.921442747116089,0,256x256,6,4,4x4,2,80,512,"{""scalarized_obj"": 36.17118250963663, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,5,init,15461873.432555325,4931765.080326505,1253619829.9636033,226.78642316034464,,3.195352077484131,0,256x256,4,3,4x4,1,40,1024,"{""scalarized_obj"": 36.1549557645859, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,6,init,22542530.04611693,4430544.468251009,1939575935.5369165,10.872590416941065,,3.428447961807251,0,512x512,8,2,8x8,0,10,2048,"{""scalarized_obj"": 36.51209465589603, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,7,bo,3394881.9586033407,708737.872341068,1118497624.9669137,24.27973050950817,,3.3551089763641357,1,256x256,8,2,2x2,1,80,512,"{""scalarized_obj"": 32.67607272051814, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,8,bo,4865247.225705879,1920521.5611562848,893297223.1245514,59.06970648678248,,2.1514360904693604,0,512x512,4,1,2x2,0,80,2048,"{""scalarized_obj"": 33.98782215354388, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,9,bo,3559405.1687249965,446724.43596553215,832943199.7005515,10.112999718782488,,2.080932855606079,0,512x512,8,4,2x2,3,80,2048,"{""scalarized_obj"": 32.20289893231219, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,10,bo,4435364.463010588,1084841.5460518848,884941383.1245514,36.10522648678249,,2.287338972091675,0,512x512,7,1,2x2,0,80,512,"{""scalarized_obj"": 33.32227238382723, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,11,bo,3557052.3946542284,721046.8869365482,1118661829.5109136,28.010626509508167,,3.4361488819122314,0,256x256,8,4,2x2,3,40,2048,"{""scalarized_obj"": 32.739983696161644, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,12,bo,6686052.3675530655,1050973.7837000762,893418591.7005514,61.716277686782476,,2.5122292041778564,0,512x512,4,4,2x2,3,10,2048,"{""scalarized_obj"": 33.70287614038065, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,13,bo,12120652.982541984,1698550.3279874078,1004164538.11784,8.718316719206628,,2.822838068008423,0,512x512,8,1,4x4,0,80,512,"{""scalarized_obj"": 34.80119212750402, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,14,bo,8789767.693923542,4448843.521209404,1390330993.5429137,219.72218327750815,,3.2153267860412598,0,256x256,6,1,2x2,0,10,512,"{""scalarized_obj"": 35.50781545316328, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,15,bo,3606974.7070544874,431701.84715030564,832839169.4925516,7.8445101187824875,,2.7921969890594482,1,512x512,8,2,2x2,3,80,512,"{""scalarized_obj"": 32.181943223416276, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,16,bo,14555957.635329705,2693906.9441276425,1152740818.1236033,26.90026133634462,,3.6676626205444336,0,256x256,8,1,4x4,0,10,512,"{""scalarized_obj"": 35.47309611355426, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,17,bo,3742280.4268778004,436485.5739678527,832821831.1245515,7.466428518782486,,2.268571138381958,1,512x512,8,1,2x2,0,80,2048,"{""scalarized_obj"": 32.22978494405868, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,18,bo,6284921.604857753,728585.5932356762,885062751.7005514,38.75179768678249,,1.8822803497314453,0,512x512,7,4,2x2,3,10,512,"{""scalarized_obj"": 33.27275966982839, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,19,bo,3587244.5687248725,431721.2155879321,832873846.2285514,8.600673318782485,,2.1197710037231445,0,512x512,8,3,2x2,0,80,2048,"{""scalarized_obj"": 32.176511404805154, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,20,bo,3560088.087670309,446724.43596553215,832943199.7005515,10.112999718782488,,1.9462239742279053,0,512x512,8,4,2x2,3,80,512,"{""scalarized_obj"": 32.20309077707725, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,21,bo,3592879.3687248724,446724.43596553215,832943199.7005515,10.112999718782488,,2.0568649768829346,0,512x512,8,4,2x2,1,80,2048,"{""scalarized_obj"": 32.21225941982569, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,22,bo,3552900.087670309,431721.2155879321,832873846.2285514,8.600673318782485,,2.0179250240325928,1,512x512,8,3,2x2,3,80,512,"{""scalarized_obj"": 32.166891225393556, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,23,bo,3859145.5687248856,446724.43596553215,832943199.7005515,10.112999718782488,,1.754547119140625,0,512x512,8,4,2x2,3,40,2048,"{""scalarized_obj"": 32.28375127074604, ""weights"": [1.0, 1.0, 0.2]}"
bo_gp,43,24,bo,4581739.96755312,1050973.7837000762,893418591.7005514,61.716277686782476,,2.1807398796081543,0,512x512,4,4,2x2,3,80,2048,"{""scalarized_obj"": 33.32493142024659, ""weights"": [1.0, 1.0, 0.2]}"
