算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽,附加JSON
random,43,48,random,17162285.808540456,3495389.958933782,3595537510.7139378,142.1026805611096,,4.007390975952148,0,512x512,6,3,8x8,2,20,1024,{}
random,43,49,random,11024014.517417718,1893538.7479055985,1839895297.4044669,98.6841708858168,,3.6186511516571045,0,512x512,6,1,4x4,1,10,512,{}
random,43,50,random,9391137.358149668,865050.5108937767,1522666708.3484674,18.308336293816808,,3.5993270874023438,0,512x512,8,4,4x4,3,10,1024,{}
random,43,51,random,2888809.582513648,1094571.4733231463,2219479289.5927505,350.15445359382727,,4.372842788696289,0,256x256,6,3,2x2,2,40,512,{}
random,43,52,random,4860780.078390008,384550.5447642954,1785384199.9287503,37.49613551382723,,4.55389404296875,0,256x256,8,1,2x2,1,10,2048,{}
random,43,53,random,3849914.9021641323,564547.350779063,1616168471.3616707,97.70528313550957,,3.2412772178649902,0,512x512,6,4,2x2,0,40,512,{}
random,43,54,random,10440951.861029306,2027668.1066556652,1954340230.766151,219.1206158366523,,4.0738232135772705,0,256x256,7,3,4x4,2,10,2048,{}
random,43,55,random,8875301.174041316,2534272.852173059,1954203563.630151,216.07505903665228,,5.560901880264282,0,256x256,7,1,4x4,1,40,512,{}
random,43,56,random,9353426.653270125,1346785.8555783585,1618506497.4044669,60.85505088581681,,4.409361124038696,0,512x512,7,1,4x4,2,80,1024,{}
random,43,57,random,9186388.060985724,1145257.7973504406,1618602368.380467,62.8391836858168,,3.5257630348205566,0,512x512,7,3,4x4,0,40,1024,{}
random,43,58,random,14251916.067875398,2036936.0941116652,1954522453.614151,223.18135823665227,,4.7300639152526855,0,256x256,7,4,4x4,0,10,512,{}
random,43,59,random,6221062.70470319,401305.936736663,1423042071.361671,61.453123135509585,,3.4735610485076904,0,512x512,7,4,2x2,0,10,2048,{}
random,43,60,random,5389223.27388856,1470808.079405812,2219391917.81675,348.15553199382725,,4.334224700927734,0,256x256,6,2,2x2,1,10,2048,{}
random,43,61,random,9322332.391086627,2609586.549557825,2270119253.614151,362.2763982366523,,4.460419178009033,0,256x256,6,4,4x4,3,80,1024,{}
random,43,62,random,9105898.052435508,1445386.1198970892,1817398662.766151,45.65643337265231,,4.453279733657837,0,256x256,8,3,4x4,2,10,2048,{}
random,43,63,random,17257949.74691635,3685364.1868471033,3192202162.4899383,140.3868053611096,,3.690920829772949,0,512x512,4,2,8x8,2,20,512,{}
random,43,64,random,9797242.575337207,1145257.7973504406,1618602368.380467,62.8391836858168,,3.492698907852173,0,512x512,7,3,4x4,1,10,1024,{}
random,43,65,random,17680303.94886932,3685364.1868471033,3595412402.489938,140.3868053611096,,3.9392919540405273,0,512x512,6,2,8x8,3,20,1024,{}
random,43,66,random,14574084.188763842,5323280.483040955,2264569547.883883,51.27109873691266,,4.700907230377197,0,256x256,8,3,8x8,2,40,512,{}
random,43,67,random,2778365.0729393386,381121.965840052,1785427885.8167503,38.49559631382723,,3.2073800563812256,0,256x256,8,2,2x2,2,20,512,{}
random,43,68,random,10235732.669602215,2600318.562101825,1976294790.766151,358.2156558366524,,3.8294060230255127,0,256x256,4,3,4x4,1,20,2048,{}
random,43,69,random,3431463.1121899597,701340.0627558785,1436309687.105671,93.97288953550958,,3.542693853378296,0,512x512,4,2,2x2,3,80,1024,{}
random,43,70,random,9424668.653269887,1346785.8555783585,1618506497.4044669,60.85505088581681,,3.599155902862549,0,512x512,7,1,4x4,1,40,1024,{}
random,43,71,random,2569333.5982905016,247921.65228251895,1339130497.857671,13.755115679509586,,3.5437090396881104,1,512x512,8,3,2x2,2,80,2048,{}
random,43,72,random,9245711.825829463,1145257.7973504406,1618602368.380467,62.8391836858168,,3.8120901584625244,0,512x512,7,3,4x4,2,40,512,{}
random,43,73,random,2895913.5825136486,1102740.4859567464,2219654033.1447506,354.1522967938272,,3.9420931339263916,0,256x256,6,4,2x2,2,40,512,{}
random,43,74,random,10242920.669602215,2609586.549557825,2270119253.614151,362.2763982366523,,4.5335376262664795,0,256x256,6,4,4x4,1,20,2048,{}
random,43,75,random,2206714.5825780607,381121.965840052,1785427885.8167503,38.49559631382723,,4.376958131790161,1,256x256,8,2,2x2,3,80,2048,{}
random,43,76,random,12779469.991086602,2609586.549557825,2270119253.614151,362.2763982366523,,4.668304920196533,0,256x256,6,4,4x4,3,10,1024,{}
random,43,77,random,10990104.631977834,1412238.5962376806,1839991168.3804677,100.6683036858168,,3.3226070404052734,0,512x512,6,3,4x4,2,10,2048,{}
random,43,78,random,9383186.565838048,3810983.4061792186,1976158123.630151,355.1700990366523,,4.444056034088135,0,256x256,4,1,4x4,2,80,2048,{}
random,43,79,random,16799873.20658707,3495389.958933782,3595537510.7139378,142.1026805611096,,4.532802104949951,0,512x512,6,3,8x8,2,80,512,{}
random,43,80,random,9502831.858958853,1445693.030741703,1817307551.3421512,43.626062172652304,,4.85446310043335,0,256x256,8,2,4x4,1,10,512,{}
random,43,81,random,17008351.94886936,3685364.1868471033,3595412402.489938,140.3868053611096,,4.404969930648804,0,512x512,6,2,8x8,2,40,1024,{}
random,43,82,random,13754245.10590052,2389702.8504821234,2974016434.4899387,20.267743185109588,,3.8429508209228516,0,512x512,8,2,8x8,2,10,1024,{}
random,43,83,random,19022654.274701413,7835727.679306531,2464011062.379884,398.8405919209127,,5.20212197303772,0,256x256,4,4,8x8,2,40,512,{}
random,43,84,random,19018293.276654538,7835727.679306531,2464011062.379884,398.8405919209127,,4.770227909088135,0,256x256,4,4,8x8,2,40,1024,{}
random,43,85,random,19095602.563368987,8278727.509742103,2463668374.6358833,392.2305599209127,,4.516043186187744,0,256x256,4,2,8x8,2,40,2048,{}
random,43,86,random,3841278.1502110073,555163.1256014629,1436365441.8576708,95.21702073550958,,3.334059715270996,0,512x512,4,3,2x2,0,40,1024,{}
random,43,87,random,14325963.619423648,5323872.290989743,2264455318.6358833,49.06775473691267,,5.098340272903442,0,256x256,8,2,8x8,1,80,1024,{}
random,43,88,random,4784093.182513546,1094571.4733231463,2219479289.5927505,350.15445359382727,,4.243435859680176,0,256x256,6,3,2x2,3,10,512,{}
random,43,89,random,17400578.8275741,4068777.3462641467,3595349848.3779373,139.52886776110958,,3.9723739624023438,0,512x512,6,1,8x8,3,40,512,{}
random,43,90,random,3351850.1362133664,701340.0627558785,1436309687.105671,93.97288953550958,,3.19828724861145,0,512x512,4,2,2x2,1,80,2048,{}
random,43,91,random,3409347.8903221423,1470808.079405812,1937802157.8167503,348.15553199382725,,4.341615676879883,0,256x256,4,2,2x2,2,20,2048,{}
random,43,92,random,5025459.464143087,701340.0627558785,1616001207.1056707,93.97288953550958,,3.172240972518921,0,512x512,6,2,2x2,1,10,512,{}
random,43,93,random,2620815.4722401374,381121.965840052,1785427885.8167503,38.49559631382723,,4.648988962173462,0,256x256,8,2,2x2,1,40,512,{}
random,43,94,random,15352470.772212107,3011655.942773582,3162430927.1619377,92.0790709611096,,4.440732955932617,0,512x512,7,4,8x8,2,40,512,{}
random,43,95,random,4418982.955056504,862587.779065012,1916748717.8167503,210.35073199382722,,4.172283887863159,0,256x256,7,2,2x2,0,20,2048,{}
random,43,96,random,5036770.5397283705,2225907.0456319433,1937758471.9287505,347.1560711938272,,3.795271873474121,0,256x256,4,1,2x2,3,10,512,{}
random,43,97,random,3037915.930560506,1094571.4733231463,1937889529.59275,350.15445359382727,,4.249945163726807,0,256x256,4,3,2x2,3,40,1024,{}
random,43,98,random,4869217.992332506,996710.2951575099,1615973329.7296705,93.35082393550958,,3.7061290740966797,0,512x512,6,1,2x2,2,10,512,{}
random,43,99,random,13123615.786558436,2392662.5035211826,2973953880.3779387,19.409805585109588,,3.844902992248535,0,512x512,8,1,8x8,2,40,1024,{}
random,43,100,random,10237017.19108659,2600318.562101825,1976294790.766151,358.2156558366524,,4.249747037887573,0,256x256,4,3,4x4,1,20,1024,{}
