algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
random,44,47,random,4577262.083902259,431721.2155879321,832873846.2285514,8.600673318782485,,1.7714908123016357,512x512,8,3,2x2,1,20,1024
random,44,56,random,3394446.9293064657,708737.872341068,1118497624.9669137,24.27973050950817,,3.0221428871154785,256x256,8,2,2x2,1,80,1024
random,44,84,random,5256218.2665262,436485.5739678527,832821831.1245515,7.466428518782486,,1.9318430423736572,512x512,8,1,2x2,2,10,1024
random,44,104,random,3592879.3687248724,446724.43596553215,832943199.7005515,10.112999718782488,,2.4156851768493652,512x512,8,4,2x2,1,80,2048
random,44,132,random,3491290.5986109884,716152.2491661077,1118470257.5429137,23.657914509508167,,2.8481907844543457,256x256,8,1,2x2,1,80,512
