algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw
random,42,7,random,4230255.898565065,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9169921875,252.09093976020813,P1,128x128,4,128,2,1,1,2x2,2,40
random,42,10,random,5668364.014331009,2698263.8689908637,885051371.3802106,34.47483540250036,0.9228515625,88.88374352455139,P1,512x512,7,32,2,0,1,2x2,2,40
random,42,15,random,4992184.264182465,1912910.9359328174,893297223.1245514,58.30707701478249,0.890625,102.63653564453125,P2,512x512,4,128,2,0,1,2x2,2,40
random,42,23,random,4409793.766970463,2710071.43749955,1214372305.7989137,111.92584879854581,0.92578125,158.22055339813232,P2,256x256,4,128,2,1,1,2x2,3,80
random,42,24,random,3884383.145814948,5735710.703200261,3083612557.758293,845.1078199484215,0.916015625,264.4928195476532,P1,128x128,6,128,2,0,1,2x2,2,80
