算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽
random,42,7,random,4230255.898565065,3787740.2723677782,2427300237.7582936,432.8685861873989,0.9169921875,252.09093976020813,P1,128x128,4,128,2,1,1,2x2,2,40
random,42,10,random,5668364.014331009,2698263.8689908637,885051371.3802106,34.47483540250036,0.9228515625,88.88374352455139,P1,512x512,7,32,2,0,1,2x2,2,40
random,42,15,random,4992184.264182465,1912910.9359328174,893297223.1245514,58.30707701478249,0.890625,102.63653564453125,P2,512x512,4,128,2,0,1,2x2,2,40
random,42,23,random,4409793.766970463,2710071.43749955,1214372305.7989137,111.92584879854581,0.92578125,158.22055339813232,P2,256x256,4,128,2,1,1,2x2,3,80
random,42,24,random,3884383.145814948,5735710.703200261,3083612557.758293,845.1078199484215,0.916015625,264.4928195476532,P1,128x128,6,128,2,0,1,2x2,2,80
