algo,track,n_seeds,mean_hypervolume,std_hypervolume,mean_pareto_size,std_pareto_size,mean_best_latency_ns,std_best_latency_ns,mean_best_energy_nj,std_best_energy_nj,mean_best_area_um2,std_best_area_um2,mean_wall_time_s
matrixcsv,multi,1,3.5520909910814523e+20,0.0,4,0.0,4328935.425119968,0.0,797588.8653504751,0.0,884941383.1245514,0.0,483.2046310901642
