algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
random,43,2,random,3968185.9070545863,431701.84715030564,832839169.4925516,7.8445101187824875,,2.023552894592285,512x512,8,2,2x2,1,40,512
random,43,21,random,6076541.893113103,436485.5739678527,832821831.1245515,7.466428518782486,,2.508173942565918,512x512,8,1,2x2,0,10,1024
random,43,25,random,3552444.808373434,431721.2155879321,832873846.2285514,8.600673318782485,,1.9281949996948242,512x512,8,3,2x2,3,80,1024
