algo,trial_seed,candidate_index,source,sort_by,repeats,mean_latency_ns,mean_energy_nj,mean_area_um2,mean_power_w,mean_accuracy,std_accuracy,worst_accuracy,yield,accuracy_target,rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw
matrixcsv,419,1,pareto,energy_nj,3,5997133.2533934815,3193060.1506895665,894254493.5562104,29.559223145690414,0.9420572916666666,0.0033196741624953027,0.9375,1.0,0.88,P1,512x512,4,32,2,1,1,2x2,2,80
matrixcsv,419,2,pareto,energy_nj,3,5997133.2533934815,3193060.1506895665,894254493.5562104,29.559223145690414,0.9368489583333334,0.007866566389058968,0.92578125,1.0,0.88,P2,512x512,4,32,2,1,1,2x2,2,80
matrixcsv,419,3,pareto,energy_nj,3,4430024.989793121,9447367.799596138,2426702222.653233,428.90037651148873,0.931640625,0.005749844314015525,0.923828125,1.0,0.88,P1,128x128,4,32,2,1,1,2x2,2,80
matrixcsv,419,4,pareto,energy_nj,3,4430024.989793121,9447367.799596138,2426702222.653233,428.90037651148873,0.9290364583333334,0.011969255410709789,0.9140625,1.0,0.88,P2,128x128,4,32,2,1,1,2x2,2,80
