algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw,extra_json
mobo,42,1,init,4577035.194253822,431721.2155879321,832873846.2285514,8.600673318782485,,2.2824437618255615,1,512x512,8,3,2x2,1,20,2048,{}
mobo,42,2,init,42593489.38763378,16342836.205076309,1642674041.586589,251.6902651575972,,3.9678878784179688,0,256x256,4,4,8x8,1,20,1024,{}
mobo,42,3,init,4191380.506649277,2324432.466309404,1200737393.5429137,132.46970327750816,,3.511744976043701,0,256x256,7,1,2x2,0,80,1024,{}
mobo,42,4,init,42013850.98763264,16326480.400301907,1642521735.9225888,248.95140435759717,,4.522562742233276,0,256x256,4,3,8x8,0,80,1024,{}
mobo,42,5,init,17067631.380198468,3849696.154141408,1077683642.1178398,63.220881471206624,,2.2087528705596924,0,512x512,4,1,4x4,1,20,1024,{}
mobo,42,6,init,29575219.175511073,7578538.385046603,2344793379.3769155,74.90488182494107,,2.9001657962799072,0,512x512,6,1,8x8,2,10,1024,{}
mobo,42,7,mobo,11464910.967586977,2693906.9441276425,1152740818.1236033,26.90026133634462,,3.0066471099853516,0,256x256,8,1,4x4,0,80,2048,"{""parego_weight"": [0.09784296501149996, 0.6276139633959614, 0.27454307159253855]}"
mobo,42,8,mobo,4868206.541135566,1920521.5611562848,1005056583.1245512,59.06970648678248,,1.7725276947021484,0,512x512,6,1,2x2,0,80,512,"{""parego_weight"": [0.729092004503085, 0.13546540941426943, 0.1354425860826456]}"
mobo,42,9,mobo,4584699.282982808,1050973.7837000762,893418591.7005514,61.716277686782476,,2.0976569652557373,0,512x512,4,4,2x2,3,80,512,"{""parego_weight"": [0.0200119501874526, 0.6726183177105184, 0.3073697321020289]}"
mobo,42,10,mobo,5663717.5687249405,446724.43596553215,832943199.7005515,10.112999718782488,,2.122730016708374,0,512x512,8,4,2x2,3,10,2048,"{""parego_weight"": [0.25890493093112465, 0.004373639091215078, 0.7367214299776603]}"
mobo,42,11,mobo,6937491.541135628,1920521.5611562848,893297223.1245514,59.06970648678248,,2.0026168823242188,0,512x512,4,1,2x2,3,10,512,"{""parego_weight"": [0.8026024923499441, 0.10723696528112109, 0.09016054236893489]}"
mobo,42,12,mobo,27594570.67549591,5586894.207144911,2062454952.496916,49.402941024941065,,2.534738302230835,0,512x512,7,4,8x8,3,10,512,"{""parego_weight"": [0.15474872732017797, 0.2770607756460601, 0.5681904970337619]}"
mobo,42,13,mobo,4616767.36755298,1050973.7837000762,893418591.7005514,61.716277686782476,,1.7665584087371826,0,512x512,4,4,2x2,0,80,2048,"{""parego_weight"": [0.3046859769719794, 0.18545189156142977, 0.5098621314665907]}"
mobo,42,14,mobo,4617753.806029541,1050973.7837000762,893418591.7005514,61.716277686782476,,1.4966871738433838,0,512x512,4,4,2x2,0,80,1024,"{""parego_weight"": [0.15780486043324113, 0.36292607039767033, 0.4792690691690884]}"
mobo,42,15,mobo,19965661.525523458,4946578.093523305,1253735419.0836034,229.3051367603446,,2.2970120906829834,0,256x256,4,4,4x4,3,10,512,"{""parego_weight"": [0.2569771277126353, 0.6490258916101708, 0.0939969806771939]}"
mobo,42,16,mobo,3707935.945823161,436485.5739678527,832821831.1245515,7.466428518782486,,1.6535611152648926,1,512x512,8,1,2x2,3,80,512,"{""parego_weight"": [0.43310547649929537, 0.5383635927629493, 0.02853093073775539]}"
mobo,42,17,mobo,3391226.3850737717,721046.8869365482,1118661829.5109136,28.010626509508167,,2.1837339401245117,1,256x256,8,4,2x2,0,80,2048,"{""parego_weight"": [0.7862860496381189, 0.1571686458269391, 0.05654530453494223]}"
mobo,42,18,mobo,12267774.324388783,1711464.6973871668,1004312084.2298402,11.585035119206628,,1.8502020835876465,0,512x512,8,4,4x4,3,80,512,"{""parego_weight"": [0.3718667069087166, 0.42150531350147086, 0.20662797958981252]}"
mobo,42,19,mobo,4607690.232235197,4448843.521209404,1213926513.5429137,219.72218327750815,,2.0404698848724365,0,256x256,4,1,2x2,0,80,2048,"{""parego_weight"": [0.2244157914592176, 0.06348919144263249, 0.7120950170981499]}"
mobo,42,20,mobo,16775452.744651074,2712279.8266901076,1067525562.1178398,38.966161471206625,,1.6973812580108643,0,512x512,7,1,4x4,0,10,2048,"{""parego_weight"": [0.41619664065684514, 0.0933800683775676, 0.4904232909655871]}"
mobo,42,21,mobo,3560088.087670309,446724.43596553215,832943199.7005515,10.112999718782488,,1.3789138793945312,0,512x512,8,4,2x2,3,80,512,"{""parego_weight"": [0.012795366992628511, 0.8777086435721796, 0.10949598943519176]}"
mobo,42,22,mobo,3559632.808373434,446724.43596553215,832943199.7005515,10.112999718782488,,1.5206561088562012,1,512x512,8,4,2x2,3,80,1024,"{""parego_weight"": [0.4951224874668689, 0.17026497160190265, 0.3346125409312286]}"
mobo,42,23,mobo,32145007.717125017,11148534.397241248,1509865337.586589,35.008845925597164,,2.4119210243225098,0,256x256,8,4,8x8,0,80,2048,"{""parego_weight"": [0.17628115924849175, 0.04553687509189178, 0.7781819656596166]}"
mobo,42,24,mobo,4180609.2048578155,728585.5932356762,885062751.7005514,38.75179768678249,,1.4518897533416748,0,512x512,7,4,2x2,3,80,512,"{""parego_weight"": [0.227841399620259, 0.4282919205848592, 0.34386667979488167]}"
