algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
mobo,42,1,init,4577035.194253822,431721.2155879321,832873846.2285514,8.600673318782485,,2.2824437618255615,512x512,8,3,2x2,1,20,2048
mobo,42,16,mobo,3707935.945823161,436485.5739678527,832821831.1245515,7.466428518782486,,1.6535611152648926,512x512,8,1,2x2,3,80,512
mobo,42,17,mobo,3391226.3850737717,721046.8869365482,1118661829.5109136,28.010626509508167,,2.1837339401245117,256x256,8,4,2x2,0,80,2048
mobo,42,22,mobo,3559632.808373434,446724.43596553215,832943199.7005515,10.112999718782488,,1.5206561088562012,512x512,8,4,2x2,3,80,1024
