算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
random,多目标,3,1.7127121633690109e+24,1.8565000713520485e+21,5.666666666666667,1.5275252316519468,3129050.2328703376,57078.41491505341,431701.84715030564,0.0,832821831.1245515,0.0,1509.238882303238
