算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,42,500,4,1.7135312302962508e+24,50818113.13747919,21022662.4757832,2579586847.746608,,3096095.9946542145,431701.84715030564,832821831.1245515,,1504.2648468017578
random,多目标,44,500,7,1.710586984387967e+24,50818113.13747919,21022662.4757832,2579586847.746608,,3194958.709302584,431701.84715030564,832821831.1245515,,1509.725625038147
random,多目标,43,500,6,1.7140182754228145e+24,50818113.13747919,21022662.4757832,2579586847.746608,,3096095.9946542145,431701.84715030564,832821831.1245515,,1513.726175069809
