算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
random,多目标,3,1.7056369058603686e+24,4.731956874694274e+21,5,1.0,3226357.5541867134,152730.24512533663,431708.30329618114,11.182372677417602,832821831.1245515,0.0,549.6561623414358
