algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
nsga2,43,9,gen_2,3536938.9070545738,431701.84715030564,832839169.4925516,7.8445101187824875,,2.078943967819214,512x512,8,2,2x2,2,80,512
nsga2,43,11,gen_4,3868913.945823103,436485.5739678527,832821831.1245515,7.466428518782486,,3.016378164291382,512x512,8,1,2x2,2,40,512
