算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽
mobo,43,23,mobo,3884383.145814948,3787740.2723677782,2427300237.7582936,432.8685861873989,0.90234375,82.71800017356873,P2,128x128,4,128,2,1,1,2x2,2,80
mobo,43,28,mobo,4328935.425119968,797588.8653504751,885788665.3005514,18.642665939012545,0.900390625,25.888025760650635,P2,512x512,7,128,2,1,1,2x2,2,80
mobo,43,39,mobo,3905028.5279078325,2314460.7570470907,1200737393.5429137,131.01629457350816,0.8818359375,40.18440079689026,P1,256x256,7,128,2,0,1,2x2,2,80
mobo,43,44,mobo,4328935.425119968,1077230.9208284174,884941383.1245514,35.34259701478249,0.912109375,25.526674032211304,P1,512x512,7,128,2,0,1,2x2,2,80
