algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
random,44,20,random,4507475.48298269,1035970.5633224761,893349238.2285513,60.20395128678248,,2.8417580127716064,512x512,4,3,2x2,2,80,512
random,44,38,random,3688343.5678964313,1359668.67730058,1200819495.8149135,134.33515127750815,,2.3381919860839844,256x256,7,3,2x2,2,80,1024
random,44,47,random,4577262.083902259,431721.2155879321,832873846.2285514,8.600673318782485,,2.246457099914551,512x512,8,3,2x2,1,20,1024
