algo,track,seed,total_evaluated,pareto_size,hypervolume,hv_ref_lat,hv_ref_en,hv_ref_area,best_scalarized_obj,best_latency_ns,best_energy_nj,best_area_um2,best_accuracy,wall_time_s
random,multi,42,24,3,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9365234375,1538.6474821567535
random,multi,43,24,2,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.939453125,425.02960419654846
random,multi,44,24,3,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9326171875,428.3995180130005
nsga2,multi,42,21,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.931640625,386.4732356071472
nsga2,multi,43,20,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9365234375,392.337201833725
nsga2,multi,44,22,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9287109375,442.8997106552124
mobo,multi,42,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9326171875,454.60800862312317
mobo,multi,43,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.939453125,459.09693217277527
mobo,multi,44,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9306640625,460.99850940704346
