algo,track,n_seeds,mean_hypervolume,std_hypervolume,mean_pareto_size,std_pareto_size,mean_best_latency_ns,std_best_latency_ns,mean_best_energy_nj,std_best_energy_nj,mean_best_area_um2,std_best_area_um2,mean_wall_time_s
mobo,multi,3,2.8071280520569453e+21,0.0,4,0.0,4328935.425119968,0.0,797588.8653504751,0.0,884941383.1245514,0.0,458.23448340098065
nsga2,multi,3,2.8071280520569453e+21,0.0,4,0.0,4328935.425119968,0.0,797588.8653504751,0.0,884941383.1245514,0.0,407.2367160320282
random,multi,3,2.8071280520569453e+21,0.0,2.6666666666666665,0.5773502691896257,4328935.425119968,0.0,797588.8653504751,0.0,884941383.1245514,0.0,797.3588681221008
