算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽
random,44,47,random,4577262.083902259,431721.2155879321,832873846.2285514,8.600673318782485,,2.0621182918548584,512x512,8,3,2x2,1,20,1024
random,44,56,random,3394446.9293064657,708737.872341068,1118497624.9669137,24.27973050950817,,2.666654109954834,256x256,8,2,2x2,1,80,1024
random,44,84,random,5256218.2665262,436485.5739678527,832821831.1245515,7.466428518782486,,2.6921300888061523,512x512,8,1,2x2,2,10,1024
random,44,104,random,3592879.3687248724,446724.43596553215,832943199.7005515,10.112999718782488,,2.2552902698516846,512x512,8,4,2x2,1,80,2048
random,44,132,random,3491290.5986109884,716152.2491661077,1118470257.5429137,23.657914509508167,,2.8274550437927246,256x256,8,1,2x2,1,80,512
