算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽,附加JSON
random,44,110,random,32145007.717125017,11148534.397241248,1509865337.586589,35.008845925597164,,4.275482177734375,0,256x256,8,4,8x8,0,80,2048,{}
random,44,111,random,16447522.573167186,3849696.154141408,1077683642.1178398,63.220881471206624,,2.3160459995269775,0,512x512,4,1,4x4,2,40,512,{}
random,44,112,random,46094482.43826271,17253071.6397539,1642445583.090589,247.58197395759717,,4.421827077865601,0,256x256,4,2,8x8,3,10,1024,{}
random,44,113,random,16823704.315013733,2856008.628690927,1213695508.22984,66.08759987120662,,2.2083120346069336,0,512x512,6,4,4x4,0,20,512,{}
random,44,114,random,14457988.184885476,1698550.3279874078,1004164538.11784,8.718316719206628,,2.2467997074127197,0,512x512,8,1,4x4,2,10,1024,{}
random,44,115,random,5301601.463010747,1084841.5460518848,884941383.1245514,36.10522648678249,,2.4364287853240967,0,512x512,7,1,2x2,3,20,512,{}
random,44,116,random,38861361.149618834,15160878.712540573,1624057426.674589,150.46973875759716,,3.0831432342529297,0,256x256,7,1,8x8,0,20,1024,{}
random,44,117,random,32466697.694664862,11148534.397241248,1509865337.586589,35.008845925597164,,3.504913330078125,0,256x256,8,4,8x8,3,80,1024,{}
random,44,118,random,42582823.76361034,16326480.400301907,1887954055.922589,248.95140435759717,,3.5415568351745605,0,256x256,6,3,8x8,1,20,2048,{}
random,44,119,random,44001566.547357835,17253071.6397539,1887877903.090589,247.58197395759717,,3.125243902206421,0,256x256,6,2,8x8,2,10,1024,{}
random,44,120,random,28741741.64260151,6853831.857660688,2081870975.5369163,75.36158742494106,,2.5975329875946045,0,512x512,4,2,8x8,0,40,2048,{}
random,44,121,random,17076454.685248125,5740412.947882585,1439827635.4036036,225.52706636034463,,2.2213382720947266,0,256x256,6,2,4x4,2,20,512,{}
random,44,122,random,4953014.043482394,2145356.7062805803,1390413095.8149137,221.58763127750822,,2.268709897994995,0,256x256,6,3,2x2,0,40,2048,{}
random,44,123,random,5101182.408373303,431721.2155879321,832873846.2285514,8.600673318782485,,2.3510851860046387,0,512x512,8,3,2x2,2,10,1024,{}
random,44,124,random,4216952.287900284,1679778.188230988,1200764760.9669135,133.09151927750816,,2.685213804244995,0,256x256,7,2,2x2,3,40,1024,{}
random,44,125,random,4531876.593492567,2145356.7062805803,1214008615.8149135,221.58763127750822,,2.8318519592285156,0,256x256,4,3,2x2,3,40,512,{}
random,44,126,random,4142435.96789644,1359668.67730058,1200819495.8149135,134.33515127750815,,2.3343260288238525,0,256x256,7,3,2x2,3,40,1024,{}
random,44,127,random,32511939.654387955,11134068.811163003,1509636879.090589,30.900554725597164,,2.9708149433135986,0,256x256,8,2,8x8,3,80,1024,{}
random,44,128,random,32607827.59629788,11143106.471518511,1509598802.674589,30.215839525597165,,3.084800958633423,0,256x256,8,1,8x8,3,80,2048,{}
random,44,129,random,12368329.367586903,2693906.9441276425,1152740818.1236033,26.90026133634462,,2.7496001720428467,0,256x256,8,1,4x4,3,40,2048,{}
random,44,130,random,29353079.505638726,6494229.481494131,2081952567.856916,76.27499862494106,,2.6902801990509033,0,512x512,4,3,8x8,3,20,512,{}
random,44,131,random,46042397.69815337,16342836.205076309,1888106361.586589,251.6902651575972,,3.2406270503997803,0,256x256,6,4,8x8,3,10,2048,{}
random,44,132,random,3491290.5986109884,716152.2491661077,1118470257.5429137,23.657914509508167,,2.8274550437927246,1,256x256,8,1,2x2,1,80,512,{}
random,44,133,random,4406825.653216638,2911707.225850988,1213953880.9669135,220.3439992775082,,2.4575459957122803,0,256x256,4,2,2x2,1,80,512,{}
random,44,134,random,16762966.725561144,2856008.628690927,1077831188.22984,66.08759987120662,,2.1257638931274414,0,512x512,4,4,4x4,3,40,2048,{}
random,44,135,random,18902285.84392022,2287825.113169227,1067588796.1658399,40.19475507120662,,2.3187479972839355,0,512x512,7,3,4x4,3,10,1024,{}
random,44,136,random,4320375.066539432,2145356.7062805803,1390413095.8149137,221.58763127750822,,3.0882720947265625,0,256x256,6,3,2x2,1,80,1024,{}
random,44,137,random,5454506.264182469,1920521.5611562848,893297223.1245514,59.06970648678248,,2.1855671405792236,0,512x512,4,1,2x2,2,20,1024,{}
random,44,138,random,12302551.927904595,1693418.1621167667,1004227772.16584,9.946910319206626,,2.358258008956909,0,512x512,8,3,4x4,2,40,2048,{}
random,44,139,random,29326739.317357473,6511346.114991731,2082115752.496916,78.10182102494106,,2.757607936859131,0,512x512,4,4,8x8,1,10,1024,{}
random,44,140,random,38069700.87044523,13994336.11682139,1624171655.9225888,152.52388435759715,,3.272768974304199,0,256x256,7,3,8x8,0,80,1024,{}
random,44,141,random,6538910.5735507645,713582.3728580761,884993398.2285513,37.23947128678249,,2.6527371406555176,0,512x512,7,3,2x2,0,10,2048,{}
random,44,142,random,8080043.043482402,2145356.7062805803,1214008615.8149135,221.58763127750822,,2.644620656967163,0,256x256,4,3,2x2,1,10,2048,{}
random,44,143,random,4514663.48298269,1050973.7837000762,1005177951.7005513,61.716277686782476,,2.0924899578094482,0,512x512,6,4,2x2,2,80,512,{}
random,44,144,random,18183398.54494482,3173273.222977087,1213569040.13384,63.63041267120662,,2.130070924758911,0,512x512,6,2,4x4,1,10,2048,{}
random,44,145,random,3961036.76789634,1359668.67730058,1200819495.8149135,134.33515127750815,,2.4972870349884033,0,256x256,7,3,2x2,2,40,1024,{}
random,44,146,random,4823148.586937437,1329213.4080361456,1005073921.4925513,59.44778808678249,,1.751739263534546,0,512x512,6,2,2x2,2,40,2048,{}
random,44,147,random,42682508.32107528,14381431.241073383,1624095503.090589,151.15445395759716,,3.2678940296173096,0,256x256,7,2,8x8,3,10,1024,{}
random,44,148,random,3924408.4688831177,721046.8869365482,1118661829.5109136,28.010626509508167,,2.3687827587127686,0,256x256,8,4,2x2,2,20,1024,{}
random,44,149,random,15819278.186070975,4946578.093523305,1440001019.0836034,229.3051367603446,,2.630692958831787,0,256x256,6,4,4x4,2,40,2048,{}
random,44,150,random,11722552.334899025,2699413.1621822165,1152943099.0836034,31.308010136344617,,2.7464962005615234,0,256x256,8,4,4x4,1,40,512,{}
random,44,151,random,13697377.36758664,2693906.9441276425,1152740818.1236033,26.90026133634462,,2.9590749740600586,0,256x256,8,1,4x4,3,20,2048,{}
random,44,152,random,46040361.32217681,16326480.400301907,1642521735.9225888,248.95140435759717,,3.407564878463745,0,256x256,4,3,8x8,3,10,1024,{}
random,44,153,random,18678132.42618049,4828817.613848307,1239606738.1236033,136.7847479603446,,2.6036288738250732,0,256x256,7,1,4x4,3,10,2048,{}
random,44,154,random,28753332.125023387,6853831.857660688,2081870975.5369163,75.36158742494106,,2.401343822479248,0,512x512,4,2,8x8,1,40,512,{}
random,44,155,random,38395560.00130569,13994336.11682139,1624171655.9225888,152.52388435759715,,2.9114959239959717,0,256x256,7,3,8x8,3,80,512,{}
random,44,156,random,38913220.80130552,14010691.921595788,1624323961.586589,155.26274515759715,,3.4906630516052246,0,256x256,7,4,8x8,3,40,512,{}
random,44,157,random,11554207.488414401,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.5679280757904053,0,256x256,8,3,4x4,3,80,2048,{}
random,44,158,random,15825871.125524102,4946578.093523305,1253735419.0836034,229.3051367603446,,2.7551310062408447,0,256x256,4,4,4x4,2,40,512,{}
random,44,159,random,32358597.596297506,11143106.471518511,1509598802.674589,30.215839525597165,,3.1823339462280273,0,256x256,8,1,8x8,2,80,2048,{}
random,44,160,random,15814539.83255535,4931765.080326505,1439885429.9636033,226.78642316034464,,2.5940871238708496,0,256x256,6,3,4x4,2,40,1024,{}
random,44,161,random,39478453.86474053,14381431.241073383,1624095503.090589,151.15445395759716,,3.162492036819458,0,256x256,7,2,8x8,0,10,2048,{}
random,44,162,random,26155892.322776224,6025189.148559784,2062169379.376916,46.20600182494107,,2.3925411701202393,0,512x512,7,1,8x8,1,40,2048,{}
random,44,163,random,28803393.57551045,7578538.385046603,2344793379.3769155,74.90488182494107,,2.4465558528900146,0,512x512,6,1,8x8,2,80,1024,{}
random,44,164,random,15217393.043920463,2305871.6484396267,1067673108.2298399,41.83287987120663,,2.0209357738494873,0,512x512,7,4,4x4,3,40,1024,{}
random,44,165,random,4549830.3863514755,835727.9426917456,884958721.4925516,36.483308086782486,,2.048927068710327,0,512x512,7,2,2x2,3,40,1024,{}
random,44,166,random,42010121.3636092,16326480.400301907,1887954055.922589,248.95140435759717,,2.926776170730591,0,256x256,6,3,8x8,1,80,2048,{}
random,44,167,random,26013501.884007618,5719747.506933869,2062210175.5369163,46.66270742494106,,2.8870279788970947,0,512x512,7,2,8x8,3,80,2048,{}
random,44,168,random,25938420.200170036,5569777.573647311,2062291767.856916,47.57611862494107,,2.645644187927246,0,512x512,7,3,8x8,3,80,1024,{}
random,44,169,random,16272644.144945363,3173273.222977087,1077704720.13384,63.63041267120662,,2.3504748344421387,0,512x512,4,2,4x4,2,40,2048,{}
random,44,170,random,11607117.996966653,2686115.3054760257,1152769715.4036033,27.529939736344616,,2.6541638374328613,0,256x256,8,2,4x4,3,80,1024,{}
random,44,171,random,46044801.32217681,16342836.205076309,1642674041.586589,251.6902651575972,,2.830353260040283,0,256x256,4,4,8x8,3,10,1024,{}
random,44,172,random,15641615.894622672,2686115.3054760257,1152769715.4036033,27.529939736344616,,2.8325119018554688,0,256x256,8,2,4x4,2,10,512,{}
random,44,173,random,26009964.0195545,5719747.506933869,2062210175.5369163,46.66270742494106,,2.706753730773926,0,512x512,7,2,8x8,1,40,1024,{}
random,44,174,random,5641974.1153674275,1373467.2521997802,1200928965.5109136,136.82241527750816,,2.517443895339966,0,256x256,7,4,2x2,2,10,512,{}
random,44,175,random,5197851.967553017,1035970.5633224761,893349238.2285513,60.20395128678248,,2.0764501094818115,0,512x512,4,3,2x2,2,20,2048,{}
random,44,176,random,43353362.96360932,16342836.205076309,1888106361.586589,251.6902651575972,,3.483024835586548,0,256x256,6,4,8x8,0,10,2048,{}
random,44,177,random,12439496.586057642,1698550.3279874078,1004164538.11784,8.718316719206628,,2.2165231704711914,0,512x512,8,1,4x4,1,40,2048,{}
random,44,178,random,4249321.126962658,2911707.225850988,1390358360.9669135,220.3439992775082,,2.1047751903533936,0,256x256,6,2,2x2,3,80,1024,{}
random,44,179,random,34042773.29466395,11132178.592466848,1509713031.9225888,32.26998512559716,,2.909291982650757,0,256x256,8,3,8x8,2,10,1024,{}
random,44,180,random,40197529.480477266,15160878.712540573,1624057426.674589,150.46973875759716,,3.0606839656829834,0,256x256,7,1,8x8,2,10,512,{}
random,44,181,random,26152451.000170134,5569777.573647311,2062291767.856916,47.57611862494107,,2.5784668922424316,0,512x512,7,3,8x8,1,20,1024,{}
random,44,182,random,15964988.586070923,4931765.080326505,1253619829.9636033,226.78642316034464,,2.921612024307251,0,256x256,4,3,4x4,3,40,2048,{}
random,44,183,random,11713418.68841465,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.584840774536133,0,256x256,8,3,4x4,1,40,2048,{}
random,44,184,random,14209471.885248188,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.6333320140838623,0,256x256,8,3,4x4,1,10,512,{}
random,44,185,random,4446486.626263513,2911707.225850988,1390358360.9669135,220.3439992775082,,2.3750510215759277,0,256x256,6,2,2x2,0,80,1024,{}
