算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
matrixcsv,多目标,1,7.2433459137898774e+22,0.0,2,0.0,4430024.989793121,0.0,9452907.30945102,0.0,2354348727.1181145,0.0,546.1957278251648
