算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽
random,43,2,random,3968185.9070545863,431701.84715030564,832839169.4925516,7.8445101187824875,,2.247997999191284,512x512,8,2,2x2,1,40,512
random,43,71,random,3482181.3687248863,431721.2155879321,832873846.2285514,8.600673318782485,,2.163341999053955,512x512,8,3,2x2,2,80,2048
random,43,75,random,3239513.5146580134,708737.872341068,1118497624.9669137,24.27973050950817,,2.6435766220092773,256x256,8,2,2x2,3,80,2048
random,43,112,random,3188529.7385994596,707248.3120373482,1118552359.8149135,25.52336250950817,,2.266857147216797,256x256,8,3,2x2,3,80,512
random,43,120,random,3742963.345823113,436485.5739678527,832821831.1245515,7.466428518782486,,2.119373083114624,512x512,8,1,2x2,0,80,512
random,43,172,random,3244358.4693140904,716152.2491661077,1118470257.5429137,23.657914509508167,,2.5865278244018555,256x256,8,1,2x2,2,80,1024
