algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
nsga2,44,18,gen_4,5073319.766967182,713582.3728580761,884993398.2285513,37.23947128678249,,1.9566588401794434,512x512,7,3,2x2,3,20,1024
nsga2,44,19,gen_4,4536907.966539442,2159155.28117978,1214118085.5109136,224.07489527750815,,2.651737689971924,256x256,4,4,2x2,3,40,1024
