algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,is_pareto,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw,extra_json
random,42,65,random,32475344.449743055,11132178.592466848,1509713031.9225888,32.26998512559716,,3.5209169387817383,0,256x256,8,3,8x8,2,40,512,{}
random,42,66,random,6369231.715367565,1373467.2521997802,1200928965.5109136,136.82241527750816,,3.0281479358673096,0,256x256,7,4,2x2,3,10,512,{}
random,42,67,random,4698184.425413994,1329213.4080361456,1005073921.4925513,59.44778808678249,,2.2580931186676025,0,512x512,6,2,2x2,0,80,1024,{}
random,42,68,random,7028087.162818964,1329213.4080361456,893314561.4925516,59.44778808678249,,2.3603427410125732,0,512x512,4,2,2x2,0,10,2048,{}
random,42,69,random,16174122.325560857,2856008.628690927,1077831188.22984,66.08759987120662,,2.454035997390747,0,512x512,4,4,4x4,1,40,2048,{}
random,42,70,random,5919047.063199159,446724.43596553215,832943199.7005515,10.112999718782488,,2.0439209938049316,0,512x512,8,4,2x2,1,10,512,{}
random,42,71,random,4507783.827757676,431701.84715030564,832839169.4925516,7.8445101187824875,,2.3425211906433105,0,512x512,8,2,2x2,3,20,1024,{}
random,42,72,random,14593540.48649813,2287825.113169227,1067588796.1658399,40.19475507120662,,2.3183696269989014,0,512x512,7,3,4x4,3,80,2048,{}
random,42,73,random,21873252.782541726,4436627.3449631315,1939535139.3769164,10.415884816941066,,2.923604965209961,0,512x512,8,1,8x8,2,80,1024,{}
random,42,74,random,6940761.093082038,1035970.5633224761,893349238.2285513,60.20395128678248,,1.9695007801055908,0,512x512,4,3,2x2,0,10,2048,{}
random,42,75,random,6769442.302367036,1329213.4080361456,1005073921.4925513,59.44778808678249,,1.9697189331054688,0,512x512,6,2,2x2,3,10,512,{}
random,42,76,random,6537522.1803867025,728585.5932356762,885062751.7005514,38.75179768678249,,2.0778160095214844,0,512x512,7,4,2x2,1,10,512,{}
random,42,77,random,38655040.401305564,14010691.921595788,1624323961.586589,155.26274515759715,,3.284467935562134,0,256x256,7,4,8x8,1,20,512,{}
random,42,78,random,21716629.826733053,4430253.917421347,1939657527.8569164,11.786001616941066,,2.8763599395751953,0,512x512,8,3,8x8,1,80,2048,{}
random,42,79,random,16816516.315013733,2837962.093420527,1213611196.1658404,64.44947507120662,,2.530082941055298,0,512x512,6,3,4x4,0,20,512,{}
random,42,80,random,4363845.293492556,2145356.7062805803,1214008615.8149135,221.58763127750822,,3.042829990386963,0,256x256,4,3,2x2,0,80,512,{}
random,42,81,random,21880965.2461167,4430544.468251009,1939575935.5369165,10.872590416941065,,3.6090950965881348,0,512x512,8,2,8x8,0,40,2048,{}
random,42,82,random,29147103.575510886,7578538.385046603,2081830179.376916,74.90488182494107,,3.3819010257720947,0,512x512,4,1,8x8,3,40,1024,{}
random,42,83,random,4212717.566967055,728585.5932356762,885062751.7005514,38.75179768678249,,2.5322632789611816,0,512x512,7,4,2x2,1,80,1024,{}
random,42,84,random,21721391.119701803,4430253.917421347,1939657527.8569164,11.786001616941066,,3.023998975753784,0,512x512,8,3,8x8,1,80,512,{}
random,42,85,random,42017057.3636092,16342836.205076309,1642674041.586589,251.6902651575972,,3.8549041748046875,0,256x256,4,4,8x8,1,80,2048,{}
random,42,86,random,4947933.509302699,721046.8869365482,1118661829.5109136,28.010626509508167,,3.1576061248779297,0,256x256,8,4,2x2,1,20,1024,{}
random,42,87,random,22103073.943773475,4430544.468251009,1939575935.5369165,10.872590416941065,,3.6495039463043213,0,512x512,8,2,8x8,0,20,1024,{}
random,42,88,random,16375861.115593964,4931765.080326505,1439885429.9636033,226.78642316034464,,4.041884899139404,0,256x256,6,3,4x4,0,20,512,{}
random,42,89,random,4319426.143482392,2145356.7062805803,1390413095.8149137,221.58763127750822,,3.4292988777160645,0,256x256,6,3,2x2,1,80,2048,{}
random,42,90,random,5518752.872664967,4448843.521209404,1213926513.5429137,219.72218327750815,,4.025723934173584,0,256x256,4,1,2x2,3,20,512,{}
random,42,91,random,14261198.478538759,2686115.3054760257,1152769715.4036033,27.529939736344616,,3.4363608360290527,0,256x256,8,2,4x4,1,10,512,{}
random,42,92,random,15967186.232555298,4931765.080326505,1253619829.9636033,226.78642316034464,,3.486585855484009,0,256x256,4,3,4x4,3,40,1024,{}
random,42,93,random,4478983.76696705,728585.5932356762,885062751.7005514,38.75179768678249,,2.107475996017456,0,512x512,7,4,2x2,3,40,1024,{}
random,42,94,random,3550188.394654228,707248.3120373482,1118552359.8149135,25.52336250950817,,3.0301568508148193,0,256x256,8,3,2x2,3,40,2048,{}
random,42,95,random,28661311.023217037,6511346.114991731,2345078952.496916,78.10182102494106,,3.6990249156951904,0,512x512,6,4,8x8,2,40,2048,{}
random,42,96,random,4778578.472664873,4448843.521209404,1213926513.5429137,219.72218327750815,,3.3144500255584717,0,256x256,4,1,2x2,3,40,512,{}
random,42,97,random,3967730.6277577113,431701.84715030564,832839169.4925516,7.8445101187824875,,2.349457025527954,1,512x512,8,2,2x2,1,40,1024,{}
random,42,98,random,4007676.34582322,436485.5739678527,832821831.1245515,7.466428518782486,,2.6351490020751953,1,512x512,8,1,2x2,3,40,512,{}
random,42,99,random,3764164.9757909034,1679778.188230988,1200764760.9669135,133.09151927750816,,3.1963000297546387,0,256x256,7,2,2x2,2,80,512,{}
random,42,100,random,42833255.26680642,19111511.34162109,1642407506.674589,246.8972587575972,,3.518373966217041,0,256x256,4,1,8x8,1,20,1024,{}
random,42,101,random,16649620.158764211,2305871.6484396267,1067673108.2298399,41.83287987120663,,2.4818851947784424,0,512x512,7,4,4x4,2,10,512,{}
random,42,102,random,32621878.373837005,11143106.471518511,1509598802.674589,30.215839525597165,,3.8385961055755615,0,256x256,8,1,8x8,2,40,1024,{}
random,42,103,random,4079793.0434823837,2159155.28117978,1390522565.5109138,224.07489527750815,,3.0567219257354736,0,256x256,6,4,2x2,2,80,2048,{}
random,42,104,random,4071800.2665262325,436485.5739678527,832821831.1245515,7.466428518782486,,2.2592570781707764,0,512x512,8,1,2x2,0,40,1024,{}
random,42,105,random,12292407.526732732,1711464.6973871668,1004312084.2298402,11.585035119206628,,2.0135128498077393,0,512x512,8,4,4x4,1,40,1024,{}
random,42,106,random,20038876.19227884,5740412.947882585,1439827635.4036036,225.52706636034463,,2.980055093765259,0,256x256,6,2,4x4,3,10,1024,{}
random,42,107,random,21983513.582542017,4436627.3449631315,1939535139.3769164,10.415884816941066,,3.5549681186676025,0,512x512,8,1,8x8,2,40,1024,{}
random,42,108,random,16615554.485452563,7362470.008665147,1439798738.1236033,224.8973879603446,,3.0628790855407715,0,256x256,6,1,4x4,0,20,2048,{}
random,42,109,random,15293526.065243075,7362470.008665147,1253533138.1236033,224.8973879603446,,2.9738121032714844,0,256x256,4,1,4x4,1,80,2048,{}
random,42,110,random,17378582.545794938,5740412.947882585,1439827635.4036036,225.52706636034463,,3.5296730995178223,0,256x256,6,2,4x4,3,20,2048,{}
random,42,111,random,16667111.30207324,2712279.8266901076,1067525562.1178398,38.966161471206625,,2.519529104232788,0,512x512,7,1,4x4,3,20,1024,{}
random,42,112,random,33120084.373837356,11143106.471518511,1509598802.674589,30.215839525597165,,3.732757091522217,0,256x256,8,1,8x8,3,40,1024,{}
random,42,113,random,33526555.276849832,11134068.811163003,1509636879.090589,30.900554725597164,,3.100494146347046,0,256x256,8,2,8x8,1,10,2048,{}
random,42,114,random,29597156.881370455,7578538.385046603,2344793379.3769155,74.90488182494107,,2.755965232849121,0,512x512,6,1,8x8,3,20,2048,{}
random,42,115,random,8166539.053915997,2911707.225850988,1390358360.9669135,220.3439992775082,,2.84006667137146,0,256x256,6,2,2x2,1,10,512,{}
random,42,116,random,3559405.1687249965,446724.43596553215,832943199.7005515,10.112999718782488,,2.065871000289917,1,512x512,8,4,2x2,3,80,2048,{}
random,42,117,random,29319551.317357473,6494229.481494131,2344915767.856916,76.27499862494106,,2.8303632736206055,0,512x512,6,3,8x8,2,10,1024,{}
random,42,118,random,16816875.125560608,2856008.628690927,1077831188.22984,66.08759987120662,,2.149801015853882,0,512x512,4,4,4x4,1,20,2048,{}
random,42,119,random,42360923.035680495,16342836.205076309,1642674041.586589,251.6902651575972,,3.4082999229431152,0,256x256,4,4,8x8,2,40,512,{}
random,42,120,random,42833255.26680642,19111511.34162109,1642407506.674589,246.8972587575972,,3.326035261154175,0,256x256,4,1,8x8,0,20,1024,{}
random,42,121,random,5454506.264182469,1920521.5611562848,893297223.1245514,59.06970648678248,,2.1422410011291504,0,512x512,4,1,2x2,2,20,1024,{}
random,42,122,random,3096095.9946542145,707248.3120373482,1118552359.8149135,25.52336250950817,,2.34679913520813,1,256x256,8,3,2x2,2,80,2048,{}
random,42,123,random,15940262.134398272,3173273.222977087,1213569040.13384,63.63041267120662,,2.4028632640838623,0,512x512,6,2,4x4,1,80,512,{}
random,42,124,random,5564421.425413954,1329213.4080361456,1005073921.4925513,59.44778808678249,,2.1641781330108643,0,512x512,6,2,2x2,3,20,1024,{}
random,42,125,random,4884439.68298266,1050973.7837000762,893418591.7005514,61.716277686782476,,1.9870860576629639,0,512x512,4,4,2x2,3,40,512,{}
random,42,126,random,17380780.192279313,5740412.947882585,1253562035.4036033,225.52706636034463,,2.6616289615631104,0,256x256,4,2,4x4,3,20,1024,{}
random,42,127,random,15225855.38607043,4931765.080326505,1253619829.9636033,226.78642316034464,,2.694772243499756,0,256x256,4,3,4x4,2,80,2048,{}
random,42,128,random,12539854.437242623,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.4083077907562256,0,256x256,8,3,4x4,1,20,1024,{}
random,42,129,random,17385175.485248063,5740412.947882585,1439827635.4036036,225.52706636034463,,2.118533134460449,0,256x256,6,2,4x4,3,20,512,{}
random,42,130,random,17013722.980197974,3849696.154141408,1213547962.1178398,63.220881471206624,,2.0919790267944336,0,512x512,6,1,4x4,3,40,1024,{}
random,42,131,random,43098894.91485325,19111511.34162109,1642407506.674589,246.8972587575972,,3.4501969814300537,0,256x256,4,1,8x8,3,40,512,{}
random,42,132,random,16538673.804695928,7362470.008665147,1439798738.1236033,224.8973879603446,,2.480128049850464,0,256x256,6,1,4x4,1,20,512,{}
random,42,133,random,4616200.606029541,1050973.7837000762,893418591.7005514,61.716277686782476,,1.9571702480316162,0,512x512,4,4,2x2,1,80,1024,{}
random,42,134,random,16904134.934398238,3173273.222977087,1213569040.13384,63.63041267120662,,2.147944211959839,0,512x512,6,2,4x4,1,20,512,{}
random,42,135,random,16235231.334398204,3173273.222977087,1077704720.13384,63.63041267120662,,2.2502081394195557,0,512x512,4,2,4x4,3,80,512,{}
random,42,136,random,26156686.064623255,5586894.207144911,2062454952.496916,49.402941024941065,,2.6087260246276855,0,512x512,7,4,8x8,0,20,2048,{}
random,42,137,random,7694805.023951151,1359668.67730058,1200819495.8149135,134.33515127750815,,2.566457986831665,0,256x256,7,3,2x2,1,10,2048,{}
random,42,138,random,42671099.34735678,17253071.6397539,1642445583.090589,247.58197395759717,,3.192919969558716,0,256x256,4,2,8x8,1,20,1024,{}
random,42,139,random,42176784.19540427,17253071.6397539,1642445583.090589,247.58197395759717,,3.523784875869751,0,256x256,4,2,8x8,2,80,512,{}
random,42,140,random,14007707.24450023,3825636.247186465,1239809019.0836034,141.1924967603446,,2.5428342819213867,0,256x256,7,4,4x4,0,40,1024,{}
random,42,141,random,19420240.992278688,5740412.947882585,1439827635.4036036,225.52706636034463,,2.705559015274048,0,256x256,6,2,4x4,2,10,1024,{}
random,42,142,random,13565636.969273616,3825636.247186465,1239809019.0836034,141.1924967603446,,2.710625648498535,0,256x256,7,4,4x4,1,80,512,{}
random,42,143,random,11972805.124388939,1711464.6973871668,1004312084.2298402,11.585035119206628,,2.1016340255737305,0,512x512,8,4,4x4,1,80,512,{}
random,42,144,random,12120652.982541984,1698550.3279874078,1004164538.11784,8.718316719206628,,2.0293209552764893,0,512x512,8,1,4x4,1,80,512,{}
random,42,145,random,15232791.38607043,4946578.093523305,1440001019.0836034,229.3051367603446,,2.5394978523254395,0,256x256,6,4,4x4,2,80,2048,{}
random,42,146,random,16670450.01691699,2712279.8266901076,1067525562.1178398,38.966161471206625,,2.4709091186523438,0,512x512,7,1,4x4,3,20,512,{}
random,42,147,random,32330504.49466489,11132178.592466848,1509713031.9225888,32.26998512559716,,3.3379902839660645,0,256x256,8,3,8x8,1,40,1024,{}
random,42,148,random,7771278.975790978,1679778.188230988,1200764760.9669135,133.09151927750816,,2.3910913467407227,0,256x256,7,2,2x2,1,10,512,{}
random,42,149,random,18190080.20469611,7362470.008665147,1439798738.1236033,224.8973879603446,,2.3379878997802734,0,256x256,6,1,4x4,1,10,512,{}
random,42,150,random,15053760.186070437,4946578.093523305,1440001019.0836034,229.3051367603446,,2.736670970916748,0,256x256,6,4,4x4,1,80,2048,{}
random,42,151,random,15466611.78607095,4946578.093523305,1440001019.0836034,229.3051367603446,,2.5621371269226074,0,256x256,6,4,4x4,1,40,2048,{}
random,42,152,random,26379366.858323507,6025189.148559784,2062169379.376916,46.20600182494107,,2.57216477394104,0,512x512,7,1,8x8,0,20,1024,{}
random,42,153,random,16185025.525560845,2837962.093420527,1213611196.1658404,64.44947507120662,,2.7951319217681885,0,512x512,6,3,4x4,2,40,2048,{}
random,42,154,random,28657986.517357662,6494229.481494131,2081952567.856916,76.27499862494106,,2.417387008666992,0,512x512,4,3,8x8,0,40,1024,{}
random,42,155,random,32767548.009466052,11134068.811163003,1509636879.090589,30.900554725597164,,3.208988904953003,0,256x256,8,2,8x8,0,20,512,{}
random,42,156,random,15300464.586070493,4931765.080326505,1439885429.9636033,226.78642316034464,,2.746046304702759,0,256x256,6,3,4x4,3,80,2048,{}
random,42,157,random,8626467.36348631,2911707.225850988,1390358360.9669135,220.3439992775082,,2.6697561740875244,0,256x256,6,2,2x2,0,10,2048,{}
random,42,158,random,18909473.84392022,2305871.6484396267,1067673108.2298399,41.83287987120663,,1.9055840969085693,0,512x512,7,4,4x4,3,10,1024,{}
random,42,159,random,6283555.766967128,728585.5932356762,885062751.7005514,38.75179768678249,,2.043887138366699,0,512x512,7,4,2x2,3,10,1024,{}
random,42,160,random,11901309.784281043,2693906.9441276425,1152740818.1236033,26.90026133634462,,2.537745237350464,0,256x256,8,1,4x4,0,40,512,{}
random,42,161,random,14869330.514154343,4148567.5853857454,1239635635.4036033,137.4144263603446,,2.660644292831421,0,256x256,7,2,4x4,1,20,1024,{}
random,42,162,random,16274920.541429738,3173273.222977087,1213569040.13384,63.63041267120662,,2.3294079303741455,0,512x512,6,2,4x4,2,40,1024,{}
random,42,163,random,16166934.325560857,2837962.093420527,1213611196.1658404,64.44947507120662,,2.2061421871185303,0,512x512,6,3,4x4,1,40,2048,{}
random,42,164,random,12630240.12731254,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.343950033187866,0,256x256,8,3,4x4,0,20,1024,{}
random,42,165,random,25821668.600170534,5569777.573647311,2062291767.856916,47.57611862494107,,2.3871850967407227,0,512x512,7,3,8x8,0,80,1024,{}
random,42,166,random,16639979.244499741,3810823.2339896653,1239693429.9636033,138.67378316034458,,2.2898406982421875,0,256x256,7,3,4x4,0,10,1024,{}
random,42,167,random,42256823.24278175,19111511.34162109,1642407506.674589,246.8972587575972,,3.486337900161743,0,256x256,4,1,8x8,1,80,2048,{}
random,42,168,random,4204846.648021743,713582.3728580761,884993398.2285513,37.23947128678249,,1.9442808628082275,0,512x512,7,3,2x2,1,80,2048,{}
random,42,169,random,4907054.193492494,2145356.7062805803,1390413095.8149137,221.58763127750822,,2.984072208404541,0,256x256,6,3,2x2,2,20,512,{}
random,42,170,random,6536160.8424960775,728585.5932356762,885062751.7005514,38.75179768678249,,2.016240119934082,0,512x512,7,4,2x2,1,10,1024,{}
random,42,171,random,4593121.225413986,1329213.4080361456,893314561.4925516,59.44778808678249,,1.8655638694763184,0,512x512,4,2,2x2,2,80,1024,{}
random,42,172,random,42094667.32333391,17253071.6397539,1642445583.090589,247.58197395759717,,3.5216917991638184,0,256x256,4,2,8x8,1,80,2048,{}
random,42,173,random,6948908.281558601,1050973.7837000762,893418591.7005514,61.716277686782476,,1.8062479496002197,0,512x512,4,4,2x2,0,10,1024,{}
random,42,174,random,28551050.223217282,6511346.114991731,2345078952.496916,78.10182102494106,,2.2508909702301025,0,512x512,6,4,8x8,1,80,2048,{}
random,42,175,random,5657212.487670253,431721.2155879321,832873846.2285514,8.600673318782485,,2.075723886489868,0,512x512,8,3,2x2,3,10,512,{}
random,42,176,random,12019691.743773416,1693195.326723247,1004185616.1338401,9.127847919206628,,2.4689109325408936,0,512x512,8,2,4x4,1,80,512,{}
random,42,177,random,18241436.98371385,3849696.154141408,1077683642.1178398,63.220881471206624,,2.2084450721740723,0,512x512,4,1,4x4,3,20,2048,{}
random,42,178,random,18130937.322624754,4931765.080326505,1253619829.9636033,226.78642316034464,,2.516502857208252,0,256x256,4,3,4x4,0,10,1024,{}
random,42,179,random,28745605.136742134,6853831.857660688,2344834175.536916,75.36158742494106,,2.472404956817627,0,512x512,6,2,8x8,2,40,1024,{}
random,42,180,random,16777122.102072949,2712279.8266901076,1067525562.1178398,38.966161471206625,,2.0526230335235596,0,512x512,7,1,4x4,0,10,1024,{}
random,42,181,random,4904197.253062806,2145356.7062805803,1390413095.8149137,221.58763127750822,,2.6888420581817627,0,256x256,6,3,2x2,2,20,2048,{}
random,42,182,random,16861776.018655907,4828817.613848307,1239606738.1236033,136.7847479603446,,2.596055746078491,0,256x256,7,1,4x4,0,10,512,{}
random,42,183,random,4833179.141135651,1920521.5611562848,893297223.1245514,59.06970648678248,,1.881680965423584,0,512x512,4,1,2x2,3,80,512,{}
random,42,184,random,14407912.675318107,2684600.1489854166,1152827509.9636033,28.789296536344615,,2.6699562072753906,0,256x256,8,3,4x4,0,10,512,{}
random,42,185,random,14457988.184885476,1698550.3279874078,1004164538.11784,8.718316719206628,,2.1479551792144775,0,512x512,8,1,4x4,2,10,1024,{}
