robust_rank,candidate_index,scenario_count,matched_scenarios,mean_accuracy,std_accuracy,worst_accuracy,mean_yield,mean_latency_ns,mean_energy_nj,mean_area_um2,adc_choice,dac_num,group_num,inter_tile_bw,pe_num,rram_preset,sub_position,tile_connection,xbar_polarity,xbar_size
1,4,2,2,0.919921875,0.0,0.9140625,1.0,4328935.425119968,797588.8653504751,885788665.3005514,7,128,1,80,2x2,P2,1,2,2,512x512
2,3,2,2,0.919921875,0.0,0.9140625,1.0,4328935.425119968,1077230.9208284174,884941383.1245514,7,128,1,80,2x2,P2,0,2,2,512x512
3,2,2,2,0.916015625,0.0,0.912109375,1.0,4328935.425119968,797588.8653504751,885788665.3005514,7,128,1,80,2x2,P1,1,2,2,512x512
4,1,2,2,0.916015625,0.0,0.912109375,1.0,4328935.425119968,1077230.9208284174,884941383.1245514,7,128,1,80,2x2,P1,0,2,2,512x512
