latency_ns,energy_nj,area_um2,power_w,accuracy,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
3585919.00837331,431721.2155879321,832873846.2285514,8.600673318782485,,"(512, 512)",8,3,"(2, 2)",1,80,1024
