算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,1,5,2,3.4697860728246915e+22,18544242.106515165,6314454.242670844,1378918238.9439638,,5485963.68298281,835727.9426917456,884958721.4925516,,11.568457126617432
