算法,优化轨道,种子数量,HV均值,HV标准差,帕累托规模均值,帕累托规模标准差,最优延迟均值_ns,最优延迟标准差_ns,最优能耗均值_nJ,最优能耗标准差_nJ,最优面积均值_um2,最优面积标准差_um2,墙钟时间均值_s
random,多目标,1,3.4697860728246915e+22,0.0,2,0.0,5485963.68298281,0.0,835727.9426917456,0.0,884958721.4925516,0.0,11.568457126617432
