算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,43,200,6,1.7071676883123156e+24,50703930.682088986,21022662.4757832,2579586847.746608,,3188529.7385994596,431701.84715030564,832821831.1245515,,642.4297251701355
random,多目标,42,200,4,1.7094139748353847e+24,50703930.682088986,21022662.4757832,2579586847.746608,,3096095.9946542145,431701.84715030564,832821831.1245515,,646.5236089229584
random,多目标,44,200,5,1.7003290544334054e+24,50703930.682088986,21022662.4757832,2579586847.746608,,3394446.9293064657,431721.2155879321,832821831.1245515,,658.224634885788
