算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
matrixcsv,多目标,11,1,1,1.0162207617086261e+20,4873027.488772433,10398198.040396122,2669372444.9185567,,4430024.989793121,9452907.30945102,2426702222.653233,0.9375,75.05667304992676
