算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,RRAM器件预设,交叉阵列尺寸,ADC档位,DAC数量,正负权实现方式,差分相减位置,阵列分组数,PE阵列规模,Tile连接方式,片间带宽
random,42,3,random,4992184.264182465,1248300.8586948751,894144505.3005514,30.12938593901255,0.90625,415.60925126075745,P2,512x512,4,128,2,1,1,2x2,2,40
random,42,10,random,4761170.464182462,1912910.9359328174,1005056583.1245512,58.30707701478249,0.9140625,408.9763870239258,P1,512x512,6,128,2,0,1,2x2,2,80
random,42,14,random,4565070.698564917,5735710.703200261,2427300237.7582936,845.1078199484215,0.91796875,1247.4035639762878,P1,128x128,4,128,2,0,1,2x2,3,40
