rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw,run_accuracy,enable_saf,enable_variation,enable_rratio,fixed_qrange,accuracy_target,latency_ns,energy_nj,area_um2,power_w,accuracy,run_id,trial_dir,algo,seed,eval_index,phase,elapsed_s,is_pareto,nn,dataset_module,weights_path,base_config_path,device,dataset_signature,feasible,global_pareto
P1,512x512,6,32,2,1,1,2x2,2,80,True,True,True,False,False,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.939453125,run_20260409_160500,random_seed42,random,42,4,random,54.215092182159424,True,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,9acc1b176e2b,True,True
