algo,seed,eval_index,phase,latency_ns,energy_nj,area_um2,power_w,accuracy,elapsed_s,xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw
random,44,20,random,3220511.400048333,555163.1256014629,1436365441.8576708,95.21702073550958,,3.476051092147827,512x512,4,3,2x2,2,80,512
random,44,47,random,3327104.1004389217,247921.65228251895,1339130497.857671,13.755115679509586,,3.24896502494812,512x512,8,3,2x2,1,20,1024
random,44,56,random,2267737.4511600616,381121.965840052,1785427885.8167503,38.49559631382723,,4.7489001750946045,256x256,8,2,2x2,1,80,1024
random,44,84,random,4112507.892723097,249566.79439907783,1339046865.729671,11.888918879509585,,3.1230762004852295,512x512,8,1,2x2,2,10,1024
